target_uid,name,mandate_start,mandate_end,sycomore_fid,source_url,retrieved
PA795124,Didier Padey,2024-10-22,2025-01-23,19874,https://www2.assemblee-nationale.fr/sycomore/fiche/19874,2026-09-13
PA795124,Didier Padey,2025-11-13,,19874,https://www2.assemblee-nationale.fr/sycomore/fiche/19874,2026-09-13
PA795136,Jean-François Coulomme,2024-07-08,,19617,https://www2.assemblee-nationale.fr/sycomore/fiche/19617,2026-09-13
PA795156,Fatiha Keloua Hachi,2024-07-08,,19687,https://www2.assemblee-nationale.fr/sycomore/fiche/19687,2026-09-13
PA795164,Aurélie Trouvé,2024-07-01,,19820,https://www2.assemblee-nationale.fr/sycomore/fiche/19820,2026-09-13
PA795176,Nicolas Metzdorf,2024-07-08,,19742,https://www2.assemblee-nationale.fr/sycomore/fiche/19742,2026-09-13
PA795200,Alma Dufour,2024-07-08,,19636,https://www2.assemblee-nationale.fr/sycomore/fiche/19636,2026-09-13
PA795228,Nadège Abomangoli,2024-07-01,,19551,https://www2.assemblee-nationale.fr/sycomore/fiche/19551,2026-09-13
PA795240,Mereana Reid Arbelot,2024-07-08,,19859,https://www2.assemblee-nationale.fr/sycomore/fiche/19859,2026-09-13
PA795244,Stéphane Lenormand,2024-07-08,,19709,https://www2.assemblee-nationale.fr/sycomore/fiche/19709,2026-09-13
PA795258,Frantz Gumbs,2024-07-08,,19673,https://www2.assemblee-nationale.fr/sycomore/fiche/19673,2026-09-13
PA795270,Marie-Agnès Poussier-Winsback,2024-07-08,2024-10-21,19775,https://www2.assemblee-nationale.fr/sycomore/fiche/19775,2026-09-13
PA795270,Marie-Agnès Poussier-Winsback,2025-01-24,,19775,https://www2.assemblee-nationale.fr/sycomore/fiche/19775,2026-09-13
PA795298,Jérôme Legavre,2024-07-08,,19705,https://www2.assemblee-nationale.fr/sycomore/fiche/19705,2026-09-13
PA795310,Clémence Guetté,2024-07-01,,19669,https://www2.assemblee-nationale.fr/sycomore/fiche/19669,2026-09-13
PA795318,Louis Boyard,2024-07-08,,19591,https://www2.assemblee-nationale.fr/sycomore/fiche/19591,2026-09-13
PA795326,Christopher Weissberg,2025-11-13,,19848,https://www2.assemblee-nationale.fr/sycomore/fiche/19848,2026-09-13
PA795334,Benoît Larrouquis,2025-11-13,,20054,https://www2.assemblee-nationale.fr/sycomore/fiche/20054,2026-09-13
PA795350,Frédéric Valletoux,2024-07-08,,19822,https://www2.assemblee-nationale.fr/sycomore/fiche/19822,2026-09-13
PA795362,Lisa Belluco,2024-07-08,,19575,https://www2.assemblee-nationale.fr/sycomore/fiche/19575,2026-09-13
PA795374,Pascal Lecamp,2024-07-08,,19701,https://www2.assemblee-nationale.fr/sycomore/fiche/19701,2026-09-13
PA795390,Sandrine Lalanne,2025-11-13,,20053,https://www2.assemblee-nationale.fr/sycomore/fiche/20053,2026-09-13
PA795402,Nathalie Coggia,2025-10-13,,20045,https://www2.assemblee-nationale.fr/sycomore/fiche/20045,2026-09-13
PA795410,Béatrice Roullaud,2024-07-08,,19787,https://www2.assemblee-nationale.fr/sycomore/fiche/19787,2026-09-13
PA795422,Damien Maudet,2024-07-08,,19735,https://www2.assemblee-nationale.fr/sycomore/fiche/19735,2026-09-13
PA795430,Stéphane Delautrette,2024-07-08,,19628,https://www2.assemblee-nationale.fr/sycomore/fiche/19628,2026-09-13
PA795454,Karim Ben Cheikh,2024-07-08,,19576,https://www2.assemblee-nationale.fr/sycomore/fiche/19576,2026-09-13
PA795466,Ersilia Soudais,2024-07-08,,19803,https://www2.assemblee-nationale.fr/sycomore/fiche/19803,2026-09-13
PA795482,Manon Meunier,2024-07-08,,19743,https://www2.assemblee-nationale.fr/sycomore/fiche/19743,2026-09-13
PA795516,Maxime Laisney,2024-07-08,,19693,https://www2.assemblee-nationale.fr/sycomore/fiche/19693,2026-09-13
PA795528,Charles Rodwell,2024-07-08,,19785,https://www2.assemblee-nationale.fr/sycomore/fiche/19785,2026-09-13
PA795540,Daniel Grenon,2024-07-08,,19667,https://www2.assemblee-nationale.fr/sycomore/fiche/19667,2026-09-13
PA795552,Julien Odoul,2024-07-01,,19752,https://www2.assemblee-nationale.fr/sycomore/fiche/19752,2026-09-13
PA795588,Farida Amrani,2024-07-08,,19560,https://www2.assemblee-nationale.fr/sycomore/fiche/19560,2026-09-13
PA795596,Paul Vannier,2024-07-01,,19823,https://www2.assemblee-nationale.fr/sycomore/fiche/19823,2026-09-13
PA795616,Carlos Martens Bilongo,2024-07-01,,19580,https://www2.assemblee-nationale.fr/sycomore/fiche/19580,2026-09-13
PA795636,Benjamin Lucas-Lundy,2024-07-08,,19719,https://www2.assemblee-nationale.fr/sycomore/fiche/19719,2026-09-13
PA795644,Nathalie Da Conceicao Carvalho,2024-07-08,,19623,https://www2.assemblee-nationale.fr/sycomore/fiche/19623,2026-09-13
PA795664,Paul Midy,2024-07-08,,19745,https://www2.assemblee-nationale.fr/sycomore/fiche/19745,2026-09-13
PA795672,Arnaud Le Gall,2024-07-08,,19696,https://www2.assemblee-nationale.fr/sycomore/fiche/19696,2026-09-13
PA795722,Karl Olive,2024-07-08,,19753,https://www2.assemblee-nationale.fr/sycomore/fiche/19753,2026-09-13
PA795730,Bastien Marchive,2024-07-08,,19723,https://www2.assemblee-nationale.fr/sycomore/fiche/19723,2026-09-13
PA795746,Antoine Léaument,2024-07-08,,19699,https://www2.assemblee-nationale.fr/sycomore/fiche/19699,2026-09-13
PA795762,Elie Califer,2024-07-08,,19599,https://www2.assemblee-nationale.fr/sycomore/fiche/19599,2026-09-13
PA795778,Jean-Philippe Tanguy,2024-07-08,,19809,https://www2.assemblee-nationale.fr/sycomore/fiche/19809,2026-09-13
PA795786,Yaël Ménaché,2024-07-01,,19739,https://www2.assemblee-nationale.fr/sycomore/fiche/19739,2026-09-13
PA795808,Sabrina Sebaihi,2024-07-08,,19798,https://www2.assemblee-nationale.fr/sycomore/fiche/19798,2026-09-13
PA795820,Marcellin Nadeau,2024-07-08,,19750,https://www2.assemblee-nationale.fr/sycomore/fiche/19750,2026-09-13
PA795844,Karen Erodi,2024-07-08,,19639,https://www2.assemblee-nationale.fr/sycomore/fiche/19639,2026-09-13
PA795864,Pierre Cazeneuve,2024-07-01,,19606,https://www2.assemblee-nationale.fr/sycomore/fiche/19606,2026-09-13
PA795868,Jean-Victor Castor,2024-07-08,,19603,https://www2.assemblee-nationale.fr/sycomore/fiche/19603,2026-09-13
PA795876,Davy Rimane,2024-07-08,,19783,https://www2.assemblee-nationale.fr/sycomore/fiche/19783,2026-09-13
PA795884,Marc Ferracci,2024-07-08,2024-10-21,19645,https://www2.assemblee-nationale.fr/sycomore/fiche/19645,2026-09-13
PA795884,Marc Ferracci,2025-11-06,,19645,https://www2.assemblee-nationale.fr/sycomore/fiche/19645,2026-09-13
PA795900,Marine Hamelet,2024-07-08,,19676,https://www2.assemblee-nationale.fr/sycomore/fiche/19676,2026-09-13
PA795908,Yannick Chenevard,2024-07-08,,19611,https://www2.assemblee-nationale.fr/sycomore/fiche/19611,2026-09-13
PA795912,Laure Lavalette,2024-07-01,,19695,https://www2.assemblee-nationale.fr/sycomore/fiche/19695,2026-09-13
PA795920,Prisca Thevenot,2024-07-08,,19816,https://www2.assemblee-nationale.fr/sycomore/fiche/19816,2026-09-13
PA795954,Catherine Ibled,2025-11-13,,20052,https://www2.assemblee-nationale.fr/sycomore/fiche/20052,2026-09-13
PA795962,Joséphine Missoffe,2024-10-22,,20029,https://www2.assemblee-nationale.fr/sycomore/fiche/20029,2026-09-13
PA795966,Stéphane Rambaud,2024-07-08,,19777,https://www2.assemblee-nationale.fr/sycomore/fiche/19777,2026-09-13
PA795974,Philippe Lottiaux,2024-07-01,,19716,https://www2.assemblee-nationale.fr/sycomore/fiche/19716,2026-09-13
PA795982,Aurélien Saintoul,2024-07-01,,19794,https://www2.assemblee-nationale.fr/sycomore/fiche/19794,2026-09-13
PA795998,Émeline K/Bidi,2024-07-08,,19685,https://www2.assemblee-nationale.fr/sycomore/fiche/19685,2026-09-13
PA796010,Frédéric Maillot,2024-07-08,,19720,https://www2.assemblee-nationale.fr/sycomore/fiche/19720,2026-09-13
PA796018,Danielle Simonnet,2024-07-08,,19801,https://www2.assemblee-nationale.fr/sycomore/fiche/19801,2026-09-13
PA796026,Julie Lechanteux,2024-07-01,,19702,https://www2.assemblee-nationale.fr/sycomore/fiche/19702,2026-09-13
PA796034,Frank Giletti,2024-07-01,,19661,https://www2.assemblee-nationale.fr/sycomore/fiche/19661,2026-09-13
PA796042,Frédéric Boccaletti,2024-07-08,,19582,https://www2.assemblee-nationale.fr/sycomore/fiche/19582,2026-09-13
PA796050,Philippe Schreck,2024-07-01,,19797,https://www2.assemblee-nationale.fr/sycomore/fiche/19797,2026-09-13
PA796062,Thomas Portes,2024-07-08,,19773,https://www2.assemblee-nationale.fr/sycomore/fiche/19773,2026-09-13
PA796070,Perceval Gaillard,2024-07-08,,19654,https://www2.assemblee-nationale.fr/sycomore/fiche/19654,2026-09-13
PA796078,Estelle Youssouffa,2024-07-01,,19832,https://www2.assemblee-nationale.fr/sycomore/fiche/19832,2026-09-13
PA796090,Aymeric Caron,2024-07-01,,19601,https://www2.assemblee-nationale.fr/sycomore/fiche/19601,2026-09-13
PA796106,Édouard Bénard,2024-07-08,,19870,https://www2.assemblee-nationale.fr/sycomore/fiche/19870,2026-09-13
PA796118,Bénédicte Auzanot,2024-07-08,,19564,https://www2.assemblee-nationale.fr/sycomore/fiche/19564,2026-09-13
PA805166,Anne Bergantz,2024-10-22,,19851,https://www2.assemblee-nationale.fr/sycomore/fiche/19851,2026-09-13
PA817203,Laure Miller,2024-07-08,,19852,https://www2.assemblee-nationale.fr/sycomore/fiche/19852,2026-09-13
PA817211,René Pilato,2024-07-08,,19854,https://www2.assemblee-nationale.fr/sycomore/fiche/19854,2026-09-13
PA822617,Martine Froger,2024-07-01,,19855,https://www2.assemblee-nationale.fr/sycomore/fiche/19855,2026-09-13
PA826635,Aurélien Rousseau,2024-07-08,,19995,https://www2.assemblee-nationale.fr/sycomore/fiche/19995,2026-09-13
PA840067,Gabriel Tomatis,2026-04-22,,20071,https://www2.assemblee-nationale.fr/sycomore/fiche/20071,2026-09-13
PA840075,Eddy Casterman,2024-07-01,,19878,https://www2.assemblee-nationale.fr/sycomore/fiche/19878,2026-09-13
PA840107,Bernard Chaumeil,2026-04-26,,20073,https://www2.assemblee-nationale.fr/sycomore/fiche/20073,2026-09-13
PA840119,Sandra Delannoy,2024-07-01,,19880,https://www2.assemblee-nationale.fr/sycomore/fiche/19880,2026-09-13
PA840135,Alexandre Dufosset,2024-07-01,,19881,https://www2.assemblee-nationale.fr/sycomore/fiche/19881,2026-09-13
PA840143,Guillaume Florquin,2024-07-01,,19882,https://www2.assemblee-nationale.fr/sycomore/fiche/19882,2026-09-13
PA840159,Bruno Clavet,2024-07-01,,19879,https://www2.assemblee-nationale.fr/sycomore/fiche/19879,2026-09-13
PA840175,Dorine Bregman,2026-04-10,,20064,https://www2.assemblee-nationale.fr/sycomore/fiche/20064,2026-09-13
PA840235,Moerani Frébault,2024-07-01,,19883,https://www2.assemblee-nationale.fr/sycomore/fiche/19883,2026-09-13
PA840657,Sophie Ricourt Vaginay,2024-07-08,,20013,https://www2.assemblee-nationale.fr/sycomore/fiche/20013,2026-09-13
PA840665,Marie-José Allemand,2024-07-08,,19886,https://www2.assemblee-nationale.fr/sycomore/fiche/19886,2026-09-13
PA840673,Valérie Rossi,2024-07-08,,19994,https://www2.assemblee-nationale.fr/sycomore/fiche/19994,2026-09-13
PA840685,Vincent Trébuchet,2024-07-08,,20012,https://www2.assemblee-nationale.fr/sycomore/fiche/20012,2026-09-13
PA840701,Bernard Chaix,2024-07-08,,19913,https://www2.assemblee-nationale.fr/sycomore/fiche/19913,2026-09-13
PA840721,Marc Chavent,2024-07-08,,19914,https://www2.assemblee-nationale.fr/sycomore/fiche/19914,2026-09-13
PA840745,Édouard Jordan,2026-04-21,,20069,https://www2.assemblee-nationale.fr/sycomore/fiche/20069,2026-09-13
PA840757,Monique Griseti,2024-07-08,,19938,https://www2.assemblee-nationale.fr/sycomore/fiche/19938,2026-09-13
PA840765,Laurent Lhardit,2024-07-08,,19966,https://www2.assemblee-nationale.fr/sycomore/fiche/19966,2026-09-13
PA840773,Olivier Fayssat,2024-07-08,,19928,https://www2.assemblee-nationale.fr/sycomore/fiche/19928,2026-09-13
PA840781,Romain Tonussi,2024-07-08,,20011,https://www2.assemblee-nationale.fr/sycomore/fiche/20011,2026-09-13
PA840793,Marc Pena,2024-07-08,,19986,https://www2.assemblee-nationale.fr/sycomore/fiche/19986,2026-09-13
PA840801,Emmanuel Fouquart,2024-07-08,,19931,https://www2.assemblee-nationale.fr/sycomore/fiche/19931,2026-09-13
PA840809,Gérault Verny,2024-07-08,,20014,https://www2.assemblee-nationale.fr/sycomore/fiche/20014,2026-09-13
PA840817,Joël Bruneau,2024-07-08,,19907,https://www2.assemblee-nationale.fr/sycomore/fiche/19907,2026-09-13
PA840829,Fabrice Barusseau,2024-07-08,,19892,https://www2.assemblee-nationale.fr/sycomore/fiche/19892,2026-09-13
PA840837,Pascal Markowsky,2024-07-08,,19972,https://www2.assemblee-nationale.fr/sycomore/fiche/19972,2026-09-13
PA840857,Nadine Lechon,2024-07-08,,19961,https://www2.assemblee-nationale.fr/sycomore/fiche/19961,2026-09-13
PA840869,Florence Joubert,2024-07-08,,19953,https://www2.assemblee-nationale.fr/sycomore/fiche/19953,2026-09-13
PA840889,Matthieu Bloch,2024-07-08,,19901,https://www2.assemblee-nationale.fr/sycomore/fiche/19901,2026-09-13
PA840903,Paul Christophle,2024-07-08,,19915,https://www2.assemblee-nationale.fr/sycomore/fiche/19915,2026-09-13
PA840915,Thibaut Monnier,2024-07-08,,19980,https://www2.assemblee-nationale.fr/sycomore/fiche/19980,2026-09-13
PA840939,Océane Godard,2024-07-08,,19935,https://www2.assemblee-nationale.fr/sycomore/fiche/19935,2026-09-13
PA840947,Catherine Hervieu,2024-07-08,,19945,https://www2.assemblee-nationale.fr/sycomore/fiche/19945,2026-09-13
PA840955,Pierre Pribetich,2024-07-08,,19989,https://www2.assemblee-nationale.fr/sycomore/fiche/19989,2026-09-13
PA840967,René Lioret,2024-07-08,,19968,https://www2.assemblee-nationale.fr/sycomore/fiche/19968,2026-09-13
PA840979,Corentin Le Fur,2024-07-08,,19960,https://www2.assemblee-nationale.fr/sycomore/fiche/19960,2026-09-13
PA840983,Bartolomé Lenoir,2024-07-08,,19963,https://www2.assemblee-nationale.fr/sycomore/fiche/19963,2026-09-13
PA840997,Benoît Biteau,2024-07-08,,19900,https://www2.assemblee-nationale.fr/sycomore/fiche/19900,2026-09-13
PA841017,Harold Huwart,2024-07-08,2026-07-25,19948,https://www2.assemblee-nationale.fr/sycomore/fiche/19948,2026-09-13
PA841023,Pierre-Yves Cadalen,2024-07-08,,19908,https://www2.assemblee-nationale.fr/sycomore/fiche/19908,2026-09-13
PA841047,François-Xavier Ceccoli,2024-07-08,,19911,https://www2.assemblee-nationale.fr/sycomore/fiche/19911,2026-09-13
PA841059,Catherine Dellong Meng,2026-04-14,,20065,https://www2.assemblee-nationale.fr/sycomore/fiche/20065,2026-09-13
PA841067,Alexandre Allegret-Pilot,2024-07-08,,19885,https://www2.assemblee-nationale.fr/sycomore/fiche/19885,2026-09-13
PA841075,Sylvie Josserand,2024-07-08,,19952,https://www2.assemblee-nationale.fr/sycomore/fiche/19952,2026-09-13
PA841091,Arnaud Simion,2024-07-08,,20004,https://www2.assemblee-nationale.fr/sycomore/fiche/20004,2026-09-13
PA841107,Jacques Oberti,2024-07-08,,19982,https://www2.assemblee-nationale.fr/sycomore/fiche/19982,2026-09-13
PA841131,Manon Bouquin,2024-07-08,,19905,https://www2.assemblee-nationale.fr/sycomore/fiche/19905,2026-09-13
PA841139,Julien Gabarron,2024-07-08,,19932,https://www2.assemblee-nationale.fr/sycomore/fiche/19932,2026-09-13
PA841151,Alix Fruchon,2025-11-13,,20051,https://www2.assemblee-nationale.fr/sycomore/fiche/20051,2026-09-13
PA841183,Hanane Mansouri,2024-07-08,,19970,https://www2.assemblee-nationale.fr/sycomore/fiche/19970,2026-09-13
PA841191,Sandrine Nosbé,2024-07-08,,19981,https://www2.assemblee-nationale.fr/sycomore/fiche/19981,2026-09-13
PA841199,Thierry Perez,2024-07-08,,19987,https://www2.assemblee-nationale.fr/sycomore/fiche/19987,2026-09-13
PA841207,Charles Alloncle,2024-07-08,,19887,https://www2.assemblee-nationale.fr/sycomore/fiche/19887,2026-09-13
PA841215,Marie Mesmeur,2024-07-08,,19977,https://www2.assemblee-nationale.fr/sycomore/fiche/19977,2026-09-13
PA841223,Tristan Lahais,2024-07-08,,19954,https://www2.assemblee-nationale.fr/sycomore/fiche/19954,2026-09-13
PA841243,Sébastien Saint-Pasteur,2024-07-08,,20000,https://www2.assemblee-nationale.fr/sycomore/fiche/20000,2026-09-13
PA841251,Mathilde Feld,2024-07-08,,19930,https://www2.assemblee-nationale.fr/sycomore/fiche/19930,2026-09-13
PA841295,Pierrick Courbon,2024-07-08,,19917,https://www2.assemblee-nationale.fr/sycomore/fiche/19917,2026-09-13
PA841315,Karim Benbrahim,2024-07-08,,19896,https://www2.assemblee-nationale.fr/sycomore/fiche/19896,2026-09-13
PA841327,Fabrice Roussel,2024-07-08,,19996,https://www2.assemblee-nationale.fr/sycomore/fiche/19996,2026-09-13
PA841339,Jean-Michel Brard,2024-07-08,,19906,https://www2.assemblee-nationale.fr/sycomore/fiche/19906,2026-09-13
PA841351,Emmanuel Duplessy,2024-07-08,,19923,https://www2.assemblee-nationale.fr/sycomore/fiche/19923,2026-09-13
PA841359,Constance de Pélichy,2024-07-08,,19919,https://www2.assemblee-nationale.fr/sycomore/fiche/19919,2026-09-13
PA841367,Christophe Proença,2024-07-08,,19990,https://www2.assemblee-nationale.fr/sycomore/fiche/19990,2026-09-13
PA841377,Emeline Rey-Rinchet,2026-04-21,,20070,https://www2.assemblee-nationale.fr/sycomore/fiche/20070,2026-09-13
PA841381,Sophie Pantel,2024-07-08,,19985,https://www2.assemblee-nationale.fr/sycomore/fiche/19985,2026-09-13
PA841395,Maxime Michelet,2024-07-08,,19978,https://www2.assemblee-nationale.fr/sycomore/fiche/19978,2026-09-13
PA841419,Damien Girard,2024-07-08,,19934,https://www2.assemblee-nationale.fr/sycomore/fiche/19934,2026-09-13
PA841431,Nathalie Colin-Oesterlé,2024-07-08,,19916,https://www2.assemblee-nationale.fr/sycomore/fiche/19916,2026-09-13
PA841439,Pascal Jenft,2024-07-08,,19950,https://www2.assemblee-nationale.fr/sycomore/fiche/19950,2026-09-13
PA841451,Julien Guibert,2024-07-08,,19939,https://www2.assemblee-nationale.fr/sycomore/fiche/19939,2026-09-13
PA841463,Estelle Mercier,2024-07-08,,19976,https://www2.assemblee-nationale.fr/sycomore/fiche/19976,2026-09-13
PA841471,Stéphane Hablot,2024-07-08,,19941,https://www2.assemblee-nationale.fr/sycomore/fiche/19941,2026-09-13
PA841479,Frédéric Weber,2024-07-08,,20016,https://www2.assemblee-nationale.fr/sycomore/fiche/20016,2026-09-13
PA841487,Anthony Boulogne,2024-07-08,,19904,https://www2.assemblee-nationale.fr/sycomore/fiche/19904,2026-09-13
PA841495,Maxime Amblard,2024-07-08,,19888,https://www2.assemblee-nationale.fr/sycomore/fiche/19888,2026-09-13
PA841507,Nicolas Bonnet,2024-07-08,,19902,https://www2.assemblee-nationale.fr/sycomore/fiche/19902,2026-09-13
PA841515,Aurélien Le Coq,2024-07-08,,19959,https://www2.assemblee-nationale.fr/sycomore/fiche/19959,2026-09-13
PA841531,Shéhérazade Bentorki,2026-04-08,,20063,https://www2.assemblee-nationale.fr/sycomore/fiche/20063,2026-09-13
PA841543,Jean Bodart,2026-04-20,,20067,https://www2.assemblee-nationale.fr/sycomore/fiche/20067,2026-09-13
PA841553,Thierry Tesson,2024-07-08,,20008,https://www2.assemblee-nationale.fr/sycomore/fiche/20008,2026-09-13
PA841563,Claire Marais-Beuil,2024-07-08,,19971,https://www2.assemblee-nationale.fr/sycomore/fiche/19971,2026-09-13
PA841575,Frédéric-Pierre Vos,2024-07-08,,20015,https://www2.assemblee-nationale.fr/sycomore/fiche/20015,2026-09-13
PA841587,David Magnier,2024-07-08,,19969,https://www2.assemblee-nationale.fr/sycomore/fiche/19969,2026-09-13
