target_uid,name,mandate_start,mandate_end,sycomore_fid,source_url,retrieved
PA720468,Sébastien Chenu,2024-07-01,,19090,https://www2.assemblee-nationale.fr/sycomore/fiche/19090,2026-09-13
PA720480,Charlotte Parmentier-Lecocq,2024-07-08,2024-10-27,19238,https://www2.assemblee-nationale.fr/sycomore/fiche/19238,2026-09-13
PA720480,Charlotte Parmentier-Lecocq,2026-03-27,,19238,https://www2.assemblee-nationale.fr/sycomore/fiche/19238,2026-09-13
PA720552,Isabelle Rauch,2024-07-08,,19351,https://www2.assemblee-nationale.fr/sycomore/fiche/19351,2026-09-13
PA720560,Perrine Goulet,2024-07-08,,19175,https://www2.assemblee-nationale.fr/sycomore/fiche/19175,2026-09-13
PA720614,Marine Le Pen,2024-07-01,,19249,https://www2.assemblee-nationale.fr/sycomore/fiche/19249,2026-09-13
PA720668,Emmanuel Blairy,2024-07-01,,19546,https://www2.assemblee-nationale.fr/sycomore/fiche/19546,2026-09-13
PA720720,Josy Poueyto,2024-07-08,,19338,https://www2.assemblee-nationale.fr/sycomore/fiche/19338,2026-09-13
PA720728,Jean-Paul Mattei,2024-07-08,,19273,https://www2.assemblee-nationale.fr/sycomore/fiche/19273,2026-09-13
PA720822,Bruno Bilde,2024-07-01,,19042,https://www2.assemblee-nationale.fr/sycomore/fiche/19042,2026-09-13
PA720838,Soumya Bourouaha,2024-07-08,,19589,https://www2.assemblee-nationale.fr/sycomore/fiche/19589,2026-09-13
PA720846,Bastien Lachaud,2024-07-01,,19221,https://www2.assemblee-nationale.fr/sycomore/fiche/19221,2026-09-13
PA720892,Mathilde Panot,2024-07-01,,19313,https://www2.assemblee-nationale.fr/sycomore/fiche/19313,2026-09-13
PA720952,Aurélien Taché,2024-07-08,,19387,https://www2.assemblee-nationale.fr/sycomore/fiche/19387,2026-09-13
PA720960,Olivier Serva,2024-07-08,,19380,https://www2.assemblee-nationale.fr/sycomore/fiche/19380,2026-09-13
PA720976,Max Mathiasin,2024-07-08,,19271,https://www2.assemblee-nationale.fr/sycomore/fiche/19271,2026-09-13
PA720992,Jiovanny William,2024-07-08,,19831,https://www2.assemblee-nationale.fr/sycomore/fiche/19831,2026-09-13
PA721004,Amélia Lakrafi,2024-07-08,,19223,https://www2.assemblee-nationale.fr/sycomore/fiche/19223,2026-09-13
PA721024,Anne Genetet,2024-07-08,2024-10-21,19169,https://www2.assemblee-nationale.fr/sycomore/fiche/19169,2026-09-13
PA721024,Anne Genetet,2025-01-24,,19169,https://www2.assemblee-nationale.fr/sycomore/fiche/19169,2026-09-13
PA721062,Jean-Hugues Ratenon,2024-07-08,,19350,https://www2.assemblee-nationale.fr/sycomore/fiche/19350,2026-09-13
PA721110,Nicole Sanquer,2024-07-08,,19373,https://www2.assemblee-nationale.fr/sycomore/fiche/19373,2026-09-13
PA721158,Pieyre-Alexandre Anglade,2024-07-08,,19012,https://www2.assemblee-nationale.fr/sycomore/fiche/19012,2026-09-13
PA721182,Frédéric Petit,2024-07-08,,19323,https://www2.assemblee-nationale.fr/sycomore/fiche/19323,2026-09-13
PA721202,Éric Coquerel,2024-07-01,,19098,https://www2.assemblee-nationale.fr/sycomore/fiche/19098,2026-09-13
PA721210,Alexis Corbière,2024-07-08,,19099,https://www2.assemblee-nationale.fr/sycomore/fiche/19099,2026-09-13
PA721234,Maud Petit,2024-07-08,,19324,https://www2.assemblee-nationale.fr/sycomore/fiche/19324,2026-09-13
PA721270,Stéphane Peu,2024-07-01,,19326,https://www2.assemblee-nationale.fr/sycomore/fiche/19326,2026-09-13
PA721296,Guillaume Gouffier Valente,2024-07-08,,19174,https://www2.assemblee-nationale.fr/sycomore/fiche/19174,2026-09-13
PA721314,Raphaël Schellenberger,2024-07-08,,19378,https://www2.assemblee-nationale.fr/sycomore/fiche/19378,2026-09-13
PA721336,Blandine Brocard,2024-07-08,,19060,https://www2.assemblee-nationale.fr/sycomore/fiche/19060,2026-09-13
PA721410,Émilie Bonnivard,2024-07-08,,19048,https://www2.assemblee-nationale.fr/sycomore/fiche/19048,2026-09-13
PA721426,Véronique Riotton,2024-07-08,,19357,https://www2.assemblee-nationale.fr/sycomore/fiche/19357,2026-09-13
PA721458,Xavier Roseren,2024-07-08,,19362,https://www2.assemblee-nationale.fr/sycomore/fiche/19362,2026-09-13
PA721474,Stéphane Viry,2024-07-08,,19423,https://www2.assemblee-nationale.fr/sycomore/fiche/19423,2026-09-13
PA721486,Christophe Naegelen,2024-07-08,,19301,https://www2.assemblee-nationale.fr/sycomore/fiche/19301,2026-09-13
PA721584,Jean Terlier,2024-07-08,,19393,https://www2.assemblee-nationale.fr/sycomore/fiche/19393,2026-09-13
PA721612,Carole Guillerm,2026-03-27,,20060,https://www2.assemblee-nationale.fr/sycomore/fiche/20060,2026-09-13
PA721632,Patricia Lemoine,2026-04-17,,19483,https://www2.assemblee-nationale.fr/sycomore/fiche/19483,2026-09-13
PA721750,Céline Calvez,2024-07-08,,19071,https://www2.assemblee-nationale.fr/sycomore/fiche/19071,2026-09-13
PA721764,Olivia Grégoire,2024-07-08,,19180,https://www2.assemblee-nationale.fr/sycomore/fiche/19180,2026-09-13
PA721816,Ian Boucard,2024-07-08,,19052,https://www2.assemblee-nationale.fr/sycomore/fiche/19052,2026-09-13
PA721844,Béatrice Piron,2024-07-08,,19331,https://www2.assemblee-nationale.fr/sycomore/fiche/19331,2026-09-13
PA721852,Marie Lebec,2024-07-08,,19234,https://www2.assemblee-nationale.fr/sycomore/fiche/19234,2026-09-13
PA721896,Elsa Faucillon,2024-07-01,,19148,https://www2.assemblee-nationale.fr/sycomore/fiche/19148,2026-09-13
PA721908,Yaël Braun-Pivet,2024-07-08,,19057,https://www2.assemblee-nationale.fr/sycomore/fiche/19057,2026-09-13
PA721916,Natalia Pouzyreff,2024-07-08,,19340,https://www2.assemblee-nationale.fr/sycomore/fiche/19340,2026-09-13
PA721932,Marie-France Lorho,2024-07-08,,19462,https://www2.assemblee-nationale.fr/sycomore/fiche/19462,2026-09-13
PA721960,Danièle Obono,2024-07-01,,19304,https://www2.assemblee-nationale.fr/sycomore/fiche/19304,2026-09-13
PA721984,Philippe Latombe,2024-07-08,,19230,https://www2.assemblee-nationale.fr/sycomore/fiche/19230,2026-09-13
PA722000,Stéphane Buchou,2024-07-08,,19068,https://www2.assemblee-nationale.fr/sycomore/fiche/19068,2026-09-13
PA722070,Pierre Henriet,2024-07-08,,19192,https://www2.assemblee-nationale.fr/sycomore/fiche/19192,2026-09-13
PA722102,Annie Vidal,2024-07-08,,19419,https://www2.assemblee-nationale.fr/sycomore/fiche/19419,2026-09-13
PA722134,Jean-Marie Fiévet,2024-07-08,,19154,https://www2.assemblee-nationale.fr/sycomore/fiche/19154,2026-09-13
PA722142,François Ruffin,2024-07-08,,19368,https://www2.assemblee-nationale.fr/sycomore/fiche/19368,2026-09-13
PA722150,Sacha Houlié,2024-07-08,,19196,https://www2.assemblee-nationale.fr/sycomore/fiche/19196,2026-09-13
PA722162,Nicolas Turquois,2024-07-08,,19406,https://www2.assemblee-nationale.fr/sycomore/fiche/19406,2026-09-13
PA722190,Gabriel Attal,2024-07-08,,19016,https://www2.assemblee-nationale.fr/sycomore/fiche/19016,2026-09-13
PA722252,Marie-Pierre Rixain,2024-07-08,,19359,https://www2.assemblee-nationale.fr/sycomore/fiche/19359,2026-09-13
PA722284,Bruno Fuchs,2024-07-08,,19160,https://www2.assemblee-nationale.fr/sycomore/fiche/19160,2026-09-13
PA722336,Vincent Thiébaut,2024-07-08,,19395,https://www2.assemblee-nationale.fr/sycomore/fiche/19395,2026-09-13
PA722358,Thomas Gassilloud,2024-07-08,,19166,https://www2.assemblee-nationale.fr/sycomore/fiche/19166,2026-09-13
PA722366,Jean-Luc Fugit,2024-07-08,,19161,https://www2.assemblee-nationale.fr/sycomore/fiche/19161,2026-09-13
PA722374,Cyrille Isaac-Sibille,2024-07-08,,19198,https://www2.assemblee-nationale.fr/sycomore/fiche/19198,2026-09-13
PA722382,Benjamin Dirx,2024-07-08,,19123,https://www2.assemblee-nationale.fr/sycomore/fiche/19123,2026-09-13
PA722390,Josiane Corneloup,2024-07-08,,19102,https://www2.assemblee-nationale.fr/sycomore/fiche/19102,2026-09-13
PA736201,Sophie Taillé-Polian,2024-07-01,,19807,https://www2.assemblee-nationale.fr/sycomore/fiche/19807,2026-09-13
PA757225,Mikaele Seo,2024-07-01,,19800,https://www2.assemblee-nationale.fr/sycomore/fiche/19800,2026-09-13
PA759832,Agnès Pannier-Runacher,2024-07-08,2024-10-21,19984,https://www2.assemblee-nationale.fr/sycomore/fiche/19984,2026-09-13
PA759832,Agnès Pannier-Runacher,2025-11-13,,19984,https://www2.assemblee-nationale.fr/sycomore/fiche/19984,2026-09-13
PA774954,Anne-Laure Blin,2024-07-08,,19504,https://www2.assemblee-nationale.fr/sycomore/fiche/19504,2026-09-13
PA774958,Gérard Leseul,2024-07-08,,19518,https://www2.assemblee-nationale.fr/sycomore/fiche/19518,2026-09-13
PA774960,Isabelle Santiago,2024-07-01,,19527,https://www2.assemblee-nationale.fr/sycomore/fiche/19527,2026-09-13
PA774962,Karine Lebon,2024-07-08,,19517,https://www2.assemblee-nationale.fr/sycomore/fiche/19517,2026-09-13
PA791812,Sophia Chikirou,2024-07-01,,19612,https://www2.assemblee-nationale.fr/sycomore/fiche/19612,2026-09-13
PA791824,Sarah Legrain,2024-07-01,,19706,https://www2.assemblee-nationale.fr/sycomore/fiche/19706,2026-09-13
PA793094,Nicolas Ray,2024-07-08,,19781,https://www2.assemblee-nationale.fr/sycomore/fiche/19781,2026-09-13
PA793102,Christian Girard,2024-07-08,,19663,https://www2.assemblee-nationale.fr/sycomore/fiche/19663,2026-09-13
PA793122,Romain Daubié,2024-07-08,,19624,https://www2.assemblee-nationale.fr/sycomore/fiche/19624,2026-09-13
PA793134,Jérôme Buisson,2024-07-08,,19597,https://www2.assemblee-nationale.fr/sycomore/fiche/19597,2026-09-13
PA793146,Nicolas Dragon,2024-07-01,,19634,https://www2.assemblee-nationale.fr/sycomore/fiche/19634,2026-09-13
PA793158,José Beaurain,2024-07-01,,19573,https://www2.assemblee-nationale.fr/sycomore/fiche/19573,2026-09-13
PA793166,Jocelyn Dessigny,2024-07-01,,19631,https://www2.assemblee-nationale.fr/sycomore/fiche/19631,2026-09-13
PA793174,Yannick Monnet,2024-07-08,,19746,https://www2.assemblee-nationale.fr/sycomore/fiche/19746,2026-09-13
PA793182,Jorys Bovet,2024-07-08,,19590,https://www2.assemblee-nationale.fr/sycomore/fiche/19590,2026-09-13
PA793194,Lionel Vuibert,2024-12-09,,19829,https://www2.assemblee-nationale.fr/sycomore/fiche/19829,2026-09-13
PA793214,Audrey Abadie-Amiel,2025-11-13,,20046,https://www2.assemblee-nationale.fr/sycomore/fiche/20046,2026-09-13
PA793218,Jordan Guitton,2024-07-01,,19672,https://www2.assemblee-nationale.fr/sycomore/fiche/19672,2026-09-13
PA793230,Angélique Ranc,2024-07-08,,19778,https://www2.assemblee-nationale.fr/sycomore/fiche/19778,2026-09-13
PA793246,Frédéric Falcon,2024-07-08,,19642,https://www2.assemblee-nationale.fr/sycomore/fiche/19642,2026-09-13
PA793254,Julien Rancoule,2024-07-08,,19779,https://www2.assemblee-nationale.fr/sycomore/fiche/19779,2026-09-13
PA793262,Laurent Alexandre,2024-07-08,,19554,https://www2.assemblee-nationale.fr/sycomore/fiche/19554,2026-09-13
PA793270,Jean-François Rousset,2024-07-08,,19789,https://www2.assemblee-nationale.fr/sycomore/fiche/19789,2026-09-13
PA793290,Gisèle Lelouis,2024-07-08,,19707,https://www2.assemblee-nationale.fr/sycomore/fiche/19707,2026-09-13
PA793298,Lionel Tivoli,2024-07-08,,19819,https://www2.assemblee-nationale.fr/sycomore/fiche/19819,2026-09-13
PA793322,Christelle D'Intorni,2024-07-01,,19622,https://www2.assemblee-nationale.fr/sycomore/fiche/19622,2026-09-13
PA793334,Cyril Tribuiani,2026-04-02,,20062,https://www2.assemblee-nationale.fr/sycomore/fiche/20062,2026-09-13
PA793342,Alexandra Martin (Alpes-Maritimes),2024-07-08,,19726,https://www2.assemblee-nationale.fr/sycomore/fiche/19726,2026-09-13
PA793354,Joëlle Mélin,2024-07-08,,19738,https://www2.assemblee-nationale.fr/sycomore/fiche/19738,2026-09-13
PA793362,José Gonzalez,2024-07-08,,19664,https://www2.assemblee-nationale.fr/sycomore/fiche/19664,2026-09-13
PA793374,Romain Baubry,2024-07-08,,19570,https://www2.assemblee-nationale.fr/sycomore/fiche/19570,2026-09-13
PA793382,Emmanuel Taché,2024-07-08,,19806,https://www2.assemblee-nationale.fr/sycomore/fiche/19806,2026-09-13
PA793394,Arthur Delaporte,2024-07-08,,19627,https://www2.assemblee-nationale.fr/sycomore/fiche/19627,2026-09-13
PA793398,Jérémie Patrier-Leitus,2024-07-08,,19762,https://www2.assemblee-nationale.fr/sycomore/fiche/19762,2026-09-13
PA793432,Franck Allisio,2024-07-01,,19556,https://www2.assemblee-nationale.fr/sycomore/fiche/19556,2026-09-13
PA793444,Manuel Bompard,2024-07-01,,19583,https://www2.assemblee-nationale.fr/sycomore/fiche/19583,2026-09-13
PA793452,Hendrik Davi,2024-07-08,,19625,https://www2.assemblee-nationale.fr/sycomore/fiche/19625,2026-09-13
PA793464,Sébastien Delogu,2024-07-01,,19629,https://www2.assemblee-nationale.fr/sycomore/fiche/19629,2026-09-13
PA793508,Hubert Brigand,2024-07-08,,19593,https://www2.assemblee-nationale.fr/sycomore/fiche/19593,2026-09-13
PA793520,Mickaël Cosson,2024-07-08,,19616,https://www2.assemblee-nationale.fr/sycomore/fiche/19616,2026-09-13
PA793532,Murielle Lepvraud,2024-07-08,,19711,https://www2.assemblee-nationale.fr/sycomore/fiche/19711,2026-09-13
PA793548,Caroline Colombier,2024-07-08,,19615,https://www2.assemblee-nationale.fr/sycomore/fiche/19615,2026-09-13
PA793556,Sabine Gervais,2026-04-27,,20074,https://www2.assemblee-nationale.fr/sycomore/fiche/20074,2026-09-13
PA793572,Christophe Plassard,2024-07-08,,19770,https://www2.assemblee-nationale.fr/sycomore/fiche/19770,2026-09-13
PA793592,Géraldine Grangier,2024-07-08,,19666,https://www2.assemblee-nationale.fr/sycomore/fiche/19666,2026-09-13
PA793608,Katiana Levavasseur,2024-07-08,,19712,https://www2.assemblee-nationale.fr/sycomore/fiche/19712,2026-09-13
PA793616,Kévin Mauvieux,2024-07-08,,19736,https://www2.assemblee-nationale.fr/sycomore/fiche/19736,2026-09-13
PA793624,Philippe Brun,2024-07-08,,19595,https://www2.assemblee-nationale.fr/sycomore/fiche/19595,2026-09-13
PA793632,Timothée Houssin,2024-07-08,,19679,https://www2.assemblee-nationale.fr/sycomore/fiche/19679,2026-09-13
PA793656,Lisette Pollet,2024-07-08,,19772,https://www2.assemblee-nationale.fr/sycomore/fiche/19772,2026-09-13
PA793664,Marie Pochon,2024-07-08,,19771,https://www2.assemblee-nationale.fr/sycomore/fiche/19771,2026-09-13
PA793672,Christine Loir,2024-07-08,,19714,https://www2.assemblee-nationale.fr/sycomore/fiche/19714,2026-09-13
PA793696,Serge Muller,2024-07-08,,19749,https://www2.assemblee-nationale.fr/sycomore/fiche/19749,2026-09-13
PA793708,Sébastien Peytavie,2024-07-08,,19766,https://www2.assemblee-nationale.fr/sycomore/fiche/19766,2026-09-13
PA793716,Laurent Croizier,2024-07-08,,19621,https://www2.assemblee-nationale.fr/sycomore/fiche/19621,2026-09-13
PA793736,Hadrien Clouet,2024-07-08,,19614,https://www2.assemblee-nationale.fr/sycomore/fiche/19614,2026-09-13
PA793744,Anne Stambach-Terrenoir,2024-07-08,,19805,https://www2.assemblee-nationale.fr/sycomore/fiche/19805,2026-09-13
PA793756,François Piquemal,2024-07-01,,19769,https://www2.assemblee-nationale.fr/sycomore/fiche/19769,2026-09-13
PA793772,Christophe Bex,2024-07-08,,19579,https://www2.assemblee-nationale.fr/sycomore/fiche/19579,2026-09-13
PA793780,Christine Arrighi,2024-07-08,,19563,https://www2.assemblee-nationale.fr/sycomore/fiche/19563,2026-09-13
PA793796,David Taupiac,2024-07-08,,19811,https://www2.assemblee-nationale.fr/sycomore/fiche/19811,2026-09-13
PA793816,Mélanie Thomin,2024-07-08,,19818,https://www2.assemblee-nationale.fr/sycomore/fiche/19818,2026-09-13
PA793832,Yoann Gillet,2024-07-08,,19662,https://www2.assemblee-nationale.fr/sycomore/fiche/19662,2026-09-13
PA793852,Pierre Meurin,2024-07-08,,19744,https://www2.assemblee-nationale.fr/sycomore/fiche/19744,2026-09-13
PA793872,Nathalie Oziol,2024-07-01,,19755,https://www2.assemblee-nationale.fr/sycomore/fiche/19755,2026-09-13
PA793892,Stéphanie Galzy,2024-07-08,,19655,https://www2.assemblee-nationale.fr/sycomore/fiche/19655,2026-09-13
PA793912,Sylvain Carrière,2024-07-08,,19602,https://www2.assemblee-nationale.fr/sycomore/fiche/19602,2026-09-13
PA793928,Edwige Diaz,2024-07-01,,19632,https://www2.assemblee-nationale.fr/sycomore/fiche/19632,2026-09-13
PA793944,Alexandra Martin (Gironde),2026-04-27,,19866,https://www2.assemblee-nationale.fr/sycomore/fiche/19866,2026-09-13
PA793948,Nicolas Thierry,2024-07-08,,19817,https://www2.assemblee-nationale.fr/sycomore/fiche/19817,2026-09-13
PA793980,Charles Fournier,2024-07-08,,19650,https://www2.assemblee-nationale.fr/sycomore/fiche/19650,2026-09-13
PA793992,Henri Alfandari,2024-07-08,,19555,https://www2.assemblee-nationale.fr/sycomore/fiche/19555,2026-09-13
PA794008,Cyrielle Chatelain,2024-07-08,,19609,https://www2.assemblee-nationale.fr/sycomore/fiche/19609,2026-09-13
PA794022,Jérémie Iordanoff,2024-07-08,,19680,https://www2.assemblee-nationale.fr/sycomore/fiche/19680,2026-09-13
PA794030,Alexis Jolly,2024-07-08,,19683,https://www2.assemblee-nationale.fr/sycomore/fiche/19683,2026-09-13
PA794038,Yannick Neuder,2024-07-08,2025-01-23,19751,https://www2.assemblee-nationale.fr/sycomore/fiche/19751,2026-09-13
PA794038,Yannick Neuder,2025-11-06,,19751,https://www2.assemblee-nationale.fr/sycomore/fiche/19751,2026-09-13
PA794058,Justine Gruet,2024-07-08,,19668,https://www2.assemblee-nationale.fr/sycomore/fiche/19668,2026-09-13
PA794082,Mathilde Hignet,2024-07-08,,19678,https://www2.assemblee-nationale.fr/sycomore/fiche/19678,2026-09-13
PA794094,Mickaël Bouloux,2024-07-01,,19587,https://www2.assemblee-nationale.fr/sycomore/fiche/19587,2026-09-13
PA794106,Andrée Taurinya,2024-07-08,,19812,https://www2.assemblee-nationale.fr/sycomore/fiche/19812,2026-09-13
PA794114,Emmanuel Mandon,2024-07-08,,19721,https://www2.assemblee-nationale.fr/sycomore/fiche/19721,2026-09-13
PA794118,Antoine Vermorel-Marques,2024-07-08,,19824,https://www2.assemblee-nationale.fr/sycomore/fiche/19824,2026-09-13
PA794130,Andy Kerbrat,2024-07-01,,19688,https://www2.assemblee-nationale.fr/sycomore/fiche/19688,2026-09-13
PA794138,Ségolène Amiot,2024-07-08,,19559,https://www2.assemblee-nationale.fr/sycomore/fiche/19559,2026-09-13
PA794146,Julie Laernoes,2024-07-08,,19692,https://www2.assemblee-nationale.fr/sycomore/fiche/19692,2026-09-13
PA794154,Jean-Claude Raux,2024-07-08,,19780,https://www2.assemblee-nationale.fr/sycomore/fiche/19780,2026-09-13
PA794166,Matthias Tavel,2024-07-08,,19813,https://www2.assemblee-nationale.fr/sycomore/fiche/19813,2026-09-13
PA794178,Jean-Pierre Taite,2024-07-08,2026-07-08,19808,https://www2.assemblee-nationale.fr/sycomore/fiche/19808,2026-09-13
PA794198,Roger Chudeau,2024-07-08,,19613,https://www2.assemblee-nationale.fr/sycomore/fiche/19613,2026-09-13
PA794206,Christophe Marion,2024-07-08,,19725,https://www2.assemblee-nationale.fr/sycomore/fiche/19725,2026-09-13
PA794234,François Gernigon,2024-07-08,,19659,https://www2.assemblee-nationale.fr/sycomore/fiche/19659,2026-09-13
PA794262,Patricia Maussion,2026-04-27,,20075,https://www2.assemblee-nationale.fr/sycomore/fiche/20075,2026-09-13
PA794270,Anna Pic,2024-07-08,,19768,https://www2.assemblee-nationale.fr/sycomore/fiche/19768,2026-09-13
PA794278,Xavier Albertini,2024-07-08,,19553,https://www2.assemblee-nationale.fr/sycomore/fiche/19553,2026-09-13
PA794322,Thomas Ménagé,2024-07-08,,19740,https://www2.assemblee-nationale.fr/sycomore/fiche/19740,2026-09-13
PA794330,Anthony Brosse,2024-07-08,,19594,https://www2.assemblee-nationale.fr/sycomore/fiche/19594,2026-09-13
PA794354,Hélène Laporte,2024-07-08,,19694,https://www2.assemblee-nationale.fr/sycomore/fiche/19694,2026-09-13
PA794418,Florence Goulet,2024-07-01,,19665,https://www2.assemblee-nationale.fr/sycomore/fiche/19665,2026-09-13
PA794430,Michel Criaud,2025-11-13,,20049,https://www2.assemblee-nationale.fr/sycomore/fiche/20049,2026-09-13
PA794434,Christophe Bentz,2024-07-08,,19577,https://www2.assemblee-nationale.fr/sycomore/fiche/19577,2026-09-13
PA794442,Laurence Robert-Dehault,2024-07-01,,19784,https://www2.assemblee-nationale.fr/sycomore/fiche/19784,2026-09-13
PA794470,Félicie Gérard,2024-07-08,,19658,https://www2.assemblee-nationale.fr/sycomore/fiche/19658,2026-09-13
PA794486,Violette Spillebout,2024-07-08,,19804,https://www2.assemblee-nationale.fr/sycomore/fiche/19804,2026-09-13
PA794494,Roger Vicot,2024-07-08,,19825,https://www2.assemblee-nationale.fr/sycomore/fiche/19825,2026-09-13
PA794502,Michaël Taverne,2024-07-01,,19814,https://www2.assemblee-nationale.fr/sycomore/fiche/19814,2026-09-13
PA794518,Pierre Marle,2024-10-22,2025-01-23,20027,https://www2.assemblee-nationale.fr/sycomore/fiche/20027,2026-09-13
PA794518,Pierre Marle,2026-04-07,,20027,https://www2.assemblee-nationale.fr/sycomore/fiche/20027,2026-09-13
PA794530,Matthieu Marchio,2024-07-01,,19722,https://www2.assemblee-nationale.fr/sycomore/fiche/19722,2026-09-13
PA794562,Philippe Ballard,2024-07-01,,19566,https://www2.assemblee-nationale.fr/sycomore/fiche/19566,2026-09-13
PA794570,Alexandre Sabatou,2024-07-08,,19792,https://www2.assemblee-nationale.fr/sycomore/fiche/19792,2026-09-13
PA794578,Véronique Ludmann,2026-03-02,,20059,https://www2.assemblee-nationale.fr/sycomore/fiche/20059,2026-09-13
PA794582,Kévin Pfeffer,2024-07-01,,19767,https://www2.assemblee-nationale.fr/sycomore/fiche/19767,2026-09-13
PA794590,Alexandre Loubet,2024-07-01,,19717,https://www2.assemblee-nationale.fr/sycomore/fiche/19717,2026-09-13
PA794598,Laurent Jacobelli,2024-07-08,,19682,https://www2.assemblee-nationale.fr/sycomore/fiche/19682,2026-09-13
PA794658,Philippe Fait,2024-07-08,,19641,https://www2.assemblee-nationale.fr/sycomore/fiche/19641,2026-09-13
PA794670,Caroline Parmentier,2024-07-08,,19760,https://www2.assemblee-nationale.fr/sycomore/fiche/19760,2026-09-13
PA794678,Thierry Frappé,2024-07-01,,19652,https://www2.assemblee-nationale.fr/sycomore/fiche/19652,2026-09-13
PA794686,Marianne Maximi,2024-07-08,,19737,https://www2.assemblee-nationale.fr/sycomore/fiche/19737,2026-09-13
PA794702,Delphine Lingemann,2024-07-08,,19713,https://www2.assemblee-nationale.fr/sycomore/fiche/19713,2026-09-13
PA794710,Julien Brugerolles,2025-04-01,,20040,https://www2.assemblee-nationale.fr/sycomore/fiche/20040,2026-09-13
PA794718,Christine Engrand,2024-07-01,,19638,https://www2.assemblee-nationale.fr/sycomore/fiche/19638,2026-09-13
PA794734,Michel Guiniot,2024-07-08,,19670,https://www2.assemblee-nationale.fr/sycomore/fiche/19670,2026-09-13
PA794750,Thierry Liger,2025-01-24,2025-11-05,20037,https://www2.assemblee-nationale.fr/sycomore/fiche/20037,2026-09-13
PA794750,Thierry Liger,2026-04-22,,20037,https://www2.assemblee-nationale.fr/sycomore/fiche/20037,2026-09-13
PA794762,Sandrine Dogor-Such,2024-07-08,,19633,https://www2.assemblee-nationale.fr/sycomore/fiche/19633,2026-09-13
PA794770,Michèle Martinez,2024-07-08,,19731,https://www2.assemblee-nationale.fr/sycomore/fiche/19731,2026-09-13
PA794778,Sandra Regol,2024-07-08,,19782,https://www2.assemblee-nationale.fr/sycomore/fiche/19782,2026-09-13
PA794786,Emmanuel Fernandes,2024-07-08,,19644,https://www2.assemblee-nationale.fr/sycomore/fiche/19644,2026-09-13
PA794798,Françoise Buffet,2024-07-08,,19596,https://www2.assemblee-nationale.fr/sycomore/fiche/19596,2026-09-13
PA794802,Charles Sitzenstuhl,2024-07-08,,19802,https://www2.assemblee-nationale.fr/sycomore/fiche/19802,2026-09-13
PA794810,Louise Morel,2024-07-08,,19747,https://www2.assemblee-nationale.fr/sycomore/fiche/19747,2026-09-13
PA794830,Hubert Ott,2024-07-08,,19754,https://www2.assemblee-nationale.fr/sycomore/fiche/19754,2026-09-13
PA794838,Didier Lemaire,2024-07-08,,19708,https://www2.assemblee-nationale.fr/sycomore/fiche/19708,2026-09-13
PA794854,Iñaki Echaniz,2024-07-08,,19637,https://www2.assemblee-nationale.fr/sycomore/fiche/19637,2026-09-13
PA794870,Sylvie Ferrer,2024-07-08,,19647,https://www2.assemblee-nationale.fr/sycomore/fiche/19647,2026-09-13
PA794886,Sophie Blanc,2024-07-08,,19581,https://www2.assemblee-nationale.fr/sycomore/fiche/19581,2026-09-13
PA794894,Anaïs Sabatini,2024-07-01,,19791,https://www2.assemblee-nationale.fr/sycomore/fiche/19791,2026-09-13
PA794906,Gabriel Amard,2024-07-08,,19557,https://www2.assemblee-nationale.fr/sycomore/fiche/19557,2026-09-13
PA794938,Idir Boumertit,2024-07-08,,19588,https://www2.assemblee-nationale.fr/sycomore/fiche/19588,2026-09-13
PA794946,Antoine Villedieu,2024-07-08,,19826,https://www2.assemblee-nationale.fr/sycomore/fiche/19826,2026-09-13
PA794954,Emeric Salmon,2024-07-01,,19796,https://www2.assemblee-nationale.fr/sycomore/fiche/19796,2026-09-13
PA794982,Julie Delpech,2024-07-08,,19630,https://www2.assemblee-nationale.fr/sycomore/fiche/19630,2026-09-13
PA794994,Alexandre Portier,2024-07-08,2024-10-21,19774,https://www2.assemblee-nationale.fr/sycomore/fiche/19774,2026-09-13
PA794994,Alexandre Portier,2025-01-24,,19774,https://www2.assemblee-nationale.fr/sycomore/fiche/19774,2026-09-13
PA795010,Marie-Charlotte Garin,2024-07-01,,19656,https://www2.assemblee-nationale.fr/sycomore/fiche/19656,2026-09-13
PA795026,Anne-Cécile Violland,2024-07-08,,19828,https://www2.assemblee-nationale.fr/sycomore/fiche/19828,2026-09-13
PA795046,Caroline Yadan,2024-07-08,,19840,https://www2.assemblee-nationale.fr/sycomore/fiche/19840,2026-09-13
PA795050,Astrid Panosyan-Bouvet,2024-07-08,2024-10-21,19758,https://www2.assemblee-nationale.fr/sycomore/fiche/19758,2026-09-13
PA795050,Astrid Panosyan-Bouvet,2025-11-06,2026-08-04,19758,https://www2.assemblee-nationale.fr/sycomore/fiche/19758,2026-09-13
PA795076,Sandrine Rousseau,2024-07-01,,19788,https://www2.assemblee-nationale.fr/sycomore/fiche/19788,2026-09-13
PA795084,Rodrigo Arenas,2024-07-01,,19561,https://www2.assemblee-nationale.fr/sycomore/fiche/19561,2026-09-13
PA795100,Éric Martineau,2024-07-08,,19729,https://www2.assemblee-nationale.fr/sycomore/fiche/19729,2026-09-13
PA795108,Élise Leboucher,2024-07-08,,19700,https://www2.assemblee-nationale.fr/sycomore/fiche/19700,2026-09-13
