group,n,net,shrunk_net,targeted_share,targeted_shrunk,targeted_net,conflict_prev,conflict_shrunk,responsibility_prev,divisive_spread,divisive_lo,divisive_hi
NI,115,-0.4260869565217391,-0.4080735649623738,0.13043478260869565,0.11768283166973142,-0.9333333333333333,0.5826086956521739,0.5776043996599399,0.45217391304347826,,,
