acteur_uid,prenom,nom,groupe_uid,groupe_libelle,groupe_libelle_abrev,aligned_votes,compared_votes,alignment_pct,refreshed_at
PA795050,Astrid,Panosyan-Bouvet,PO845407,Ensemble pour la République,EPR,95,187,50.8,2026-05-31T18:39:03.755143+00:00
PA720892,Mathilde,Panot,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,467,468,99.8,2026-05-31T18:39:03.755143+00:00
PA841381,Sophie,Pantel,PO845419,Socialistes et apparentés,SOC,720,762,94.5,2026-05-31T18:39:03.755143+00:00
PA794670,Caroline,Parmentier,PO845401,Rassemblement National,RN,344,346,99.4,2026-05-31T18:39:03.755143+00:00
PA720480,Charlotte,Parmentier-Lecocq,,,,,,,
PA793398,Jérémie,Patrier-Leitus,PO845470,Horizons & Indépendants,HOR,303,314,96.5,2026-05-31T18:39:03.755143+00:00
PA718784,Éric,Pauget,PO845425,Droite Républicaine,DR,127,130,97.7,2026-05-31T18:39:03.755143+00:00
PA840793,Marc,Pena,PO845419,Socialistes et apparentés,SOC,313,337,92.9,2026-05-31T18:39:03.755143+00:00
PA841199,Thierry,Perez,PO845401,Rassemblement National,RN,464,470,98.7,2026-05-31T18:39:03.755143+00:00
PA721182,Frédéric,Petit,PO845454,Les Démocrates,DEM,209,214,97.7,2026-05-31T18:39:03.755143+00:00
PA721234,Maud,Petit,PO845454,Les Démocrates,DEM,335,428,78.3,2026-05-31T18:39:03.755143+00:00
PA721270,Stéphane,Peu,PO845514,Gauche Démocrate et Républicaine,GDR,342,367,93.2,2026-05-31T18:39:03.755143+00:00
PA793708,Sébastien,Peytavie,PO845439,Écologiste et Social,ECOS,696,718,96.9,2026-05-31T18:39:03.755143+00:00
PA794582,Kévin,Pfeffer,PO845401,Rassemblement National,RN,494,517,95.6,2026-05-31T18:39:03.755143+00:00
PA794270,Anna,Pic,PO845419,Socialistes et apparentés,SOC,396,409,96.8,2026-05-31T18:39:03.755143+00:00
PA817211,René,Pilato,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,616,624,98.7,2026-05-31T18:39:03.755143+00:00
PA793756,François,Piquemal,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,132,133,99.2,2026-05-31T18:39:03.755143+00:00
PA608172,Christine,Pirès Beaune,PO845419,Socialistes et apparentés,SOC,502,516,97.3,2026-05-31T18:39:03.755143+00:00
PA721844,Béatrice,Piron,PO845470,Horizons & Indépendants,HOR,515,582,88.5,2026-05-31T18:39:03.755143+00:00
PA793572,Christophe,Plassard,PO845470,Horizons & Indépendants,HOR,255,259,98.5,2026-05-31T18:39:03.755143+00:00
PA793664,Marie,Pochon,PO845439,Écologiste et Social,ECOS,267,280,95.4,2026-05-31T18:39:03.755143+00:00
PA793656,Lisette,Pollet,PO845401,Rassemblement National,RN,833,835,99.8,2026-05-31T18:39:03.755143+00:00
PA719528,Jean-François,Portarrieu,PO845470,Horizons & Indépendants,HOR,69,76,90.8,2026-05-31T18:39:03.755143+00:00
PA796062,Thomas,Portes,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,486,491,99.0,2026-05-31T18:39:03.755143+00:00
PA794994,Alexandre,Portier,PO845425,Droite Républicaine,DR,141,148,95.3,2026-05-31T18:39:03.755143+00:00
PA607553,Dominique,Potier,PO845419,Socialistes et apparentés,SOC,345,498,69.3,2026-05-31T18:39:03.755143+00:00
PA720720,Josy,Poueyto,PO845454,Les Démocrates,DEM,378,408,92.6,2026-05-31T18:39:03.755143+00:00
PA795270,Marie-Agnès,Poussier-Winsback,PO845470,Horizons & Indépendants,HOR,328,355,92.4,2026-05-31T18:39:03.755143+00:00
PA721916,Natalia,Pouzyreff,PO845407,Ensemble pour la République,EPR,257,262,98.1,2026-05-31T18:39:03.755143+00:00
PA720100,Aurélien,Pradié,GP_NI,Non inscrit,NI,42,50,84.0,2026-05-31T18:39:03.755143+00:00
PA840955,Pierre,Pribetich,PO845419,Socialistes et apparentés,SOC,597,623,95.8,2026-05-31T18:39:03.755143+00:00
PA841367,Christophe,Proença,PO845419,Socialistes et apparentés,SOC,424,442,95.9,2026-05-31T18:39:03.755143+00:00
PA719578,Loïc,Prud'homme,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,188,193,97.4,2026-05-31T18:39:03.755143+00:00
PA795966,Stéphane,Rambaud,PO845401,Rassemblement National,RN,593,599,99.0,2026-05-31T18:39:03.755143+00:00
PA720092,Richard,Ramos,PO845454,Les Démocrates,DEM,94,107,87.9,2026-05-31T18:39:03.755143+00:00
PA793230,Angélique,Ranc,PO845401,Rassemblement National,RN,273,275,99.3,2026-05-31T18:39:03.755143+00:00
PA793254,Julien,Rancoule,PO845401,Rassemblement National,RN,670,682,98.2,2026-05-31T18:39:03.755143+00:00
PA721062,Jean-Hugues,Ratenon,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,255,258,98.8,2026-05-31T18:39:03.755143+00:00
PA720552,Isabelle,Rauch,PO845470,Horizons & Indépendants,HOR,229,237,96.6,2026-05-31T18:39:03.755143+00:00
PA794154,Jean-Claude,Raux,PO845439,Écologiste et Social,ECOS,490,501,97.8,2026-05-31T18:39:03.755143+00:00
PA793094,Nicolas,Ray,PO845425,Droite Républicaine,DR,442,457,96.7,2026-05-31T18:39:03.755143+00:00
PA341981,Marie,Récalde,PO845419,Socialistes et apparentés,SOC,314,318,98.7,2026-05-31T18:39:03.755143+00:00
PA794778,Sandra,Regol,PO845439,Écologiste et Social,ECOS,586,603,97.2,2026-05-31T18:39:03.755143+00:00
PA795240,Mereana,Reid Arbelot,PO845514,Gauche Démocrate et Républicaine,GDR,54,56,96.4,2026-05-31T18:39:03.755143+00:00
PA841955,Matthias,Renault,PO845401,Rassemblement National,RN,538,541,99.4,2026-05-31T18:39:03.755143+00:00
PA841377,Emeline,Rey-Rinchet,,,,,,,
PA840657,Sophie,Ricourt Vaginay,PO872880,Union des droites pour la République,UDDPLR,427,441,96.8,2026-05-31T18:39:03.755143+00:00
PA795876,Davy,Rimane,PO845514,Gauche Démocrate et Républicaine,GDR,57,59,96.6,2026-05-31T18:39:03.755143+00:00
PA841981,Catherine,Rimbert,PO845401,Rassemblement National,RN,648,652,99.4,2026-05-31T18:39:03.755143+00:00
PA721426,Véronique,Riotton,PO845407,Ensemble pour la République,EPR,366,372,98.4,2026-05-31T18:39:03.755143+00:00
PA842227,Joseph,Rivière,PO845401,Rassemblement National,RN,246,247,99.6,2026-05-31T18:39:03.755143+00:00
PA722252,Marie-Pierre,Rixain,PO845407,Ensemble pour la République,EPR,80,89,89.9,2026-05-31T18:39:03.755143+00:00
PA794442,Laurence,Robert-Dehault,PO845401,Rassemblement National,RN,366,369,99.2,2026-05-31T18:39:03.755143+00:00
PA795528,Charles,Rodwell,PO845407,Ensemble pour la République,EPR,215,230,93.5,2026-05-31T18:39:03.755143+00:00
PA266808,Vincent,Rolland,PO845425,Droite Républicaine,DR,123,125,98.4,2026-05-31T18:39:03.755143+00:00
PA841927,Anne-Sophie,Ronceret,PO845407,Ensemble pour la République,EPR,459,469,97.9,2026-05-31T18:39:03.755143+00:00
PA721458,Xavier,Roseren,PO845470,Horizons & Indépendants,HOR,113,115,98.3,2026-05-31T18:39:03.755143+00:00
PA840673,Valérie,Rossi,PO845419,Socialistes et apparentés,SOC,606,648,93.5,2026-05-31T18:39:03.755143+00:00
PA342196,Claudia,Rouaux,PO845419,Socialistes et apparentés,SOC,520,530,98.1,2026-05-31T18:39:03.755143+00:00
PA795410,Béatrice,Roullaud,PO845401,Rassemblement National,RN,464,478,97.1,2026-05-31T18:39:03.755143+00:00
PA606545,Jean-Louis,Roumégas,PO845439,Écologiste et Social,ECOS,187,187,100.0,2026-05-31T18:39:03.755143+00:00
PA826635,Aurélien,Rousseau,PO845419,Socialistes et apparentés,SOC,352,392,89.8,2026-05-31T18:39:03.755143+00:00
PA795076,Sandrine,Rousseau,PO845439,Écologiste et Social,ECOS,586,602,97.3,2026-05-31T18:39:03.755143+00:00
PA841327,Fabrice,Roussel,PO845419,Socialistes et apparentés,SOC,567,578,98.1,2026-05-31T18:39:03.755143+00:00
PA793270,Jean-François,Rousset,PO845407,Ensemble pour la République,EPR,778,789,98.6,2026-05-31T18:39:03.755143+00:00
PA842097,Sophie-Laurence,Roy,PO845401,Rassemblement National,RN,630,638,98.7,2026-05-31T18:39:03.755143+00:00
PA722142,François,Ruffin,PO845439,Écologiste et Social,ECOS,86,90,95.6,2026-05-31T18:39:03.755143+00:00
PA841717,Sandrine,Runel,PO845419,Socialistes et apparentés,SOC,623,637,97.8,2026-05-31T18:39:03.755143+00:00
PA794894,Anaïs,Sabatini,PO845401,Rassemblement National,RN,811,815,99.5,2026-05-31T18:39:03.755143+00:00
PA794570,Alexandre,Sabatou,PO845401,Rassemblement National,RN,423,461,91.8,2026-05-31T18:39:03.755143+00:00
PA841845,Arnaud,Saint-Martin,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,515,516,99.8,2026-05-31T18:39:03.755143+00:00
PA841243,Sébastien,Saint-Pasteur,PO845419,Socialistes et apparentés,SOC,296,304,97.4,2026-05-31T18:39:03.755143+00:00
PA720138,Laetitia,Saint-Paul,PO845470,Horizons & Indépendants,HOR,234,245,95.5,2026-05-31T18:39:03.755143+00:00
PA795982,Aurélien,Saintoul,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,610,614,99.3,2026-05-31T18:39:03.755143+00:00
PA794954,Emeric,Salmon,PO845401,Rassemblement National,RN,780,787,99.1,2026-05-31T18:39:03.755143+00:00
PA721110,Nicole,Sanquer,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,69,83,83.1,2026-05-31T18:39:03.755143+00:00
PA605745,Nicolas,Sansu,PO845514,Gauche Démocrate et Républicaine,GDR,233,245,95.1,2026-05-31T18:39:03.755143+00:00
PA774960,Isabelle,Santiago,PO845419,Socialistes et apparentés,SOC,349,372,93.8,2026-05-31T18:39:03.755143+00:00
PA610002,Eva,Sas,PO845439,Écologiste et Social,ECOS,331,341,97.1,2026-05-31T18:39:03.755143+00:00
PA340343,Hervé,Saulignac,PO845419,Socialistes et apparentés,SOC,283,287,98.6,2026-05-31T18:39:03.755143+00:00
PA721314,Raphaël,Schellenberger,GP_NI,Non inscrit,NI,48,50,96.0,2026-05-31T18:39:03.755143+00:00
PA796050,Philippe,Schreck,PO845401,Rassemblement National,RN,214,217,98.6,2026-05-31T18:39:03.755143+00:00
PA795808,Sabrina,Sebaihi,PO845439,Écologiste et Social,ECOS,317,330,96.1,2026-05-31T18:39:03.755143+00:00
PA757225,Mikaele,Seo,PO845407,Ensemble pour la République,EPR,71,72,98.6,2026-05-31T18:39:03.755143+00:00
PA720960,Olivier,Serva,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,41,53,77.4,2026-05-31T18:39:03.755143+00:00
PA842255,Anne,Sicard,PO845401,Rassemblement National,RN,554,557,99.5,2026-05-31T18:39:03.755143+00:00
PA841091,Arnaud,Simion,PO845419,Socialistes et apparentés,SOC,543,555,97.8,2026-05-31T18:39:03.755143+00:00
PA796018,Danielle,Simonnet,PO845439,Écologiste et Social,ECOS,415,428,97.0,2026-05-31T18:39:03.755143+00:00
PA794802,Charles,Sitzenstuhl,PO845407,Ensemble pour la République,EPR,738,893,82.6,2026-05-31T18:39:03.755143+00:00
PA720190,Bertrand,Sorre,PO845407,Ensemble pour la République,EPR,368,374,98.4,2026-05-31T18:39:03.755143+00:00
PA841681,Thierry,Sother,PO845419,Socialistes et apparentés,SOC,348,358,97.2,2026-05-31T18:39:03.755143+00:00
PA795466,Ersilia,Soudais,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,341,343,99.4,2026-05-31T18:39:03.755143+00:00
PA794486,Violette,Spillebout,PO845407,Ensemble pour la République,EPR,246,256,96.1,2026-05-31T18:39:03.755143+00:00
PA793744,Anne,Stambach-Terrenoir,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,608,608,100.0,2026-05-31T18:39:03.755143+00:00
PA267794,Michèle,Tabarot,PO845425,Droite Républicaine,DR,120,124,96.8,2026-05-31T18:39:03.755143+00:00
PA720952,Aurélien,Taché,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,123,125,98.4,2026-05-31T18:39:03.755143+00:00
PA793382,Emmanuel,Taché,PO845401,Rassemblement National,RN,216,217,99.5,2026-05-31T18:39:03.755143+00:00
PA736201,Sophie,Taillé-Polian,PO845439,Écologiste et Social,ECOS,252,260,96.9,2026-05-31T18:39:03.755143+00:00
PA794178,Jean-Pierre,Taite,PO845425,Droite Républicaine,DR,279,288,96.9,2026-05-31T18:39:03.755143+00:00
PA795778,Jean-Philippe,Tanguy,PO845401,Rassemblement National,RN,512,523,97.9,2026-05-31T18:39:03.755143+00:00
PA719550,Liliana,Tanguy,PO845407,Ensemble pour la République,EPR,468,603,77.6,2026-05-31T18:39:03.755143+00:00
PA793796,David,Taupiac,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,127,135,94.1,2026-05-31T18:39:03.755143+00:00
PA794106,Andrée,Taurinya,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,473,477,99.2,2026-05-31T18:39:03.755143+00:00
PA794166,Matthias,Tavel,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,313,315,99.4,2026-05-31T18:39:03.755143+00:00
PA794502,Michaël,Taverne,PO845401,Rassemblement National,RN,332,333,99.7,2026-05-31T18:39:03.755143+00:00
PA841713,Boris,Tavernier,PO845439,Écologiste et Social,ECOS,366,378,96.8,2026-05-31T18:39:03.755143+00:00
PA721584,Jean,Terlier,PO845407,Ensemble pour la République,EPR,253,265,95.5,2026-05-31T18:39:03.755143+00:00
PA841553,Thierry,Tesson,PO845401,Rassemblement National,RN,244,249,98.0,2026-05-31T18:39:03.755143+00:00
PA795920,Prisca,Thevenot,PO845407,Ensemble pour la République,EPR,483,496,97.4,2026-05-31T18:39:03.755143+00:00
PA841893,Céline,Thiébault-Martinez,PO845419,Socialistes et apparentés,SOC,374,385,97.1,2026-05-31T18:39:03.755143+00:00
PA722336,Vincent,Thiébaut,PO845470,Horizons & Indépendants,HOR,276,297,92.9,2026-05-31T18:39:03.755143+00:00
PA643089,Jean-Louis,Thiériot,PO845425,Droite Républicaine,DR,115,119,96.6,2026-05-31T18:39:03.755143+00:00
PA793948,Nicolas,Thierry,PO845439,Écologiste et Social,ECOS,249,254,98.0,2026-05-31T18:39:03.755143+00:00
PA719822,Sabine,Thillaye,PO845454,Les Démocrates,DEM,294,313,93.9,2026-05-31T18:39:03.755143+00:00
PA793816,Mélanie,Thomin,PO845419,Socialistes et apparentés,SOC,302,308,98.1,2026-05-31T18:39:03.755143+00:00
PA793298,Lionel,Tivoli,PO845401,Rassemblement National,RN,449,453,99.1,2026-05-31T18:39:03.755143+00:00
PA842299,Emmanuel,Tjibaou,PO845514,Gauche Démocrate et Républicaine,GDR,71,77,92.2,2026-05-31T18:39:03.755143+00:00
PA840067,Gabriel,Tomatis,,,,,,,
PA840781,Romain,Tonussi,PO845401,Rassemblement National,RN,415,417,99.5,2026-05-31T18:39:03.755143+00:00
PA607395,Stéphane,Travert,PO845407,Ensemble pour la République,EPR,208,216,96.3,2026-05-31T18:39:03.755143+00:00
PA840685,Vincent,Trébuchet,PO872880,Union des droites pour la République,UDDPLR,269,276,97.5,2026-05-31T18:39:03.755143+00:00
PA793334,Cyril,Tribuiani,,,,,,,
PA795164,Aurélie,Trouvé,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,293,295,99.3,2026-05-31T18:39:03.755143+00:00
PA842121,Nicolas,Tryzna,PO845425,Droite Républicaine,DR,230,240,95.8,2026-05-31T18:39:03.755143+00:00
PA722162,Nicolas,Turquois,PO845454,Les Démocrates,DEM,415,434,95.6,2026-05-31T18:39:03.755143+00:00
PA878242,Antoine,Valentin,PO872880,Union des droites pour la République,UDDPLR,49,49,100.0,2026-05-31T18:39:03.755143+00:00
PA719930,Boris,Vallaud,PO845419,Socialistes et apparentés,SOC,378,390,96.9,2026-05-31T18:39:03.755143+00:00
PA795350,Frédéric,Valletoux,PO845470,Horizons & Indépendants,HOR,544,642,84.7,2026-05-31T18:39:03.755143+00:00
PA795596,Paul,Vannier,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,300,301,99.7,2026-05-31T18:39:03.755143+00:00
PA794118,Antoine,Vermorel-Marques,PO845425,Droite Républicaine,DR,133,138,96.4,2026-05-31T18:39:03.755143+00:00
PA840809,Gérault,Verny,PO872880,Union des droites pour la République,UDDPLR,90,92,97.8,2026-05-31T18:39:03.755143+00:00
PA794494,Roger,Vicot,PO845419,Socialistes et apparentés,SOC,243,246,98.8,2026-05-31T18:39:03.755143+00:00
PA722102,Annie,Vidal,PO845407,Ensemble pour la République,EPR,444,597,74.4,2026-05-31T18:39:03.755143+00:00
PA607090,Jean-Pierre,Vigier,PO845425,Droite Républicaine,DR,254,274,92.7,2026-05-31T18:39:03.755143+00:00
PA331582,Philippe,Vigier,PO845454,Les Démocrates,DEM,426,461,92.4,2026-05-31T18:39:03.755143+00:00
PA719512,Corinne,Vignon,PO845407,Ensemble pour la République,EPR,524,533,98.3,2026-05-31T18:39:03.755143+00:00
PA794946,Antoine,Villedieu,PO845401,Rassemblement National,RN,645,654,98.6,2026-05-31T18:39:03.755143+00:00
PA795026,Anne-Cécile,Violland,PO845470,Horizons & Indépendants,HOR,251,275,91.3,2026-05-31T18:39:03.755143+00:00
PA721474,Stéphane,Viry,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,123,132,93.2,2026-05-31T18:39:03.755143+00:00
PA841575,Frédéric-Pierre,Vos,PO845401,Rassemblement National,RN,217,220,98.6,2026-05-31T18:39:03.755143+00:00
PA2940,Dominique,Voynet,PO845439,Écologiste et Social,ECOS,408,435,93.8,2026-05-31T18:39:03.755143+00:00
PA793194,Lionel,Vuibert,GP_NI,Non inscrit,NI,439,481,91.3,2026-05-31T18:39:03.755143+00:00
PA2952,Jean-Luc,Warsmann,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,91,109,83.5,2026-05-31T18:39:03.755143+00:00
PA267285,Laurent,Wauquiez,PO845425,Droite Républicaine,DR,160,162,98.8,2026-05-31T18:39:03.755143+00:00
PA841479,Frédéric,Weber,PO845401,Rassemblement National,RN,528,531,99.4,2026-05-31T18:39:03.755143+00:00
PA795326,Christopher,Weissberg,PO845407,Ensemble pour la République,EPR,69,71,97.2,2026-05-31T18:39:03.755143+00:00
PA720992,Jiovanny,William,PO845419,Socialistes et apparentés,SOC,80,82,97.6,2026-05-31T18:39:03.755143+00:00
PA795046,Caroline,Yadan,PO845407,Ensemble pour la République,EPR,211,212,99.5,2026-05-31T18:39:03.755143+00:00
PA796078,Estelle,Youssouffa,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,61,64,95.3,2026-05-31T18:39:03.755143+00:00
PA794598,Laurent,Jacobelli,PO845401,Rassemblement National,RN,335,338,99.1,2026-05-31T18:39:03.755143+00:00
