acteur_uid,prenom,nom,groupe_uid,groupe_libelle,groupe_libelle_abrev,aligned_votes,compared_votes,alignment_pct,refreshed_at
PA794870,Sylvie,Ferrer,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,501,506,99.0,2026-05-31T18:39:03.755143+00:00
PA719938,Marc,Fesneau,PO845454,Les Démocrates,DEM,294,305,96.4,2026-05-31T18:39:03.755143+00:00
PA722134,Jean-Marie,Fiévet,PO845407,Ensemble pour la République,EPR,307,310,99.0,2026-05-31T18:39:03.755143+00:00
PA267780,Agnès,Firmin Le Bodo,PO845470,Horizons & Indépendants,HOR,413,470,87.9,2026-05-31T18:39:03.755143+00:00
PA840143,Guillaume,Florquin,PO845401,Rassemblement National,RN,539,541,99.6,2026-05-31T18:39:03.755143+00:00
PA840801,Emmanuel,Fouquart,PO845401,Rassemblement National,RN,240,240,100.0,2026-05-31T18:39:03.755143+00:00
PA793980,Charles,Fournier,PO845439,Écologiste et Social,ECOS,247,253,97.6,2026-05-31T18:39:03.755143+00:00
PA794678,Thierry,Frappé,PO845401,Rassemblement National,RN,742,748,99.2,2026-05-31T18:39:03.755143+00:00
PA840235,Moerani,Frébault,PO845407,Ensemble pour la République,EPR,122,124,98.4,2026-05-31T18:39:03.755143+00:00
PA822617,Martine,Froger,PO845419,Socialistes et apparentés,SOC,398,426,93.4,2026-05-31T18:39:03.755143+00:00
PA841151,Alix,Fruchon,PO845425,Droite Républicaine,DR,211,289,73.0,2026-05-31T18:39:03.755143+00:00
PA722284,Bruno,Fuchs,PO845454,Les Démocrates,DEM,218,229,95.2,2026-05-31T18:39:03.755143+00:00
PA722366,Jean-Luc,Fugit,PO845407,Ensemble pour la République,EPR,617,633,97.5,2026-05-31T18:39:03.755143+00:00
PA841139,Julien,Gabarron,PO845401,Rassemblement National,RN,195,197,99.0,2026-05-31T18:39:03.755143+00:00
PA796070,Perceval,Gaillard,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,337,340,99.1,2026-05-31T18:39:03.755143+00:00
PA793892,Stéphanie,Galzy,PO845401,Rassemblement National,RN,226,249,90.8,2026-05-31T18:39:03.755143+00:00
PA795010,Marie-Charlotte,Garin,PO845439,Écologiste et Social,ECOS,339,342,99.1,2026-05-31T18:39:03.755143+00:00
PA333285,Guillaume,Garot,PO845419,Socialistes et apparentés,SOC,488,493,99.0,2026-05-31T18:39:03.755143+00:00
PA722358,Thomas,Gassilloud,PO845407,Ensemble pour la République,EPR,141,149,94.6,2026-05-31T18:39:03.755143+00:00
PA721024,Anne,Genetet,PO845407,Ensemble pour la République,EPR,237,248,95.6,2026-05-31T18:39:03.755143+00:00
PA794470,Félicie,Gérard,PO845470,Horizons & Indépendants,HOR,327,356,91.9,2026-05-31T18:39:03.755143+00:00
PA794234,François,Gernigon,PO845470,Horizons & Indépendants,HOR,409,447,91.5,2026-05-31T18:39:03.755143+00:00
PA793556,Sabine,Gervais,,,,,,,
PA841737,Jonathan,Gery,PO845401,Rassemblement National,RN,602,604,99.7,2026-05-31T18:39:03.755143+00:00
PA796034,Frank,Giletti,PO845401,Rassemblement National,RN,496,497,99.8,2026-05-31T18:39:03.755143+00:00
PA793832,Yoann,Gillet,PO845401,Rassemblement National,RN,368,390,94.4,2026-05-31T18:39:03.755143+00:00
PA793102,Christian,Girard,PO845401,Rassemblement National,RN,727,737,98.6,2026-05-31T18:39:03.755143+00:00
PA841419,Damien,Girard,PO845439,Écologiste et Social,ECOS,164,167,98.2,2026-05-31T18:39:03.755143+00:00
PA718674,Olga,Givernet,PO845407,Ensemble pour la République,EPR,347,350,99.1,2026-05-31T18:39:03.755143+00:00
PA840939,Océane,Godard,PO845419,Socialistes et apparentés,SOC,536,541,99.1,2026-05-31T18:39:03.755143+00:00
PA841605,Antoine,Golliot,PO845401,Rassemblement National,RN,298,298,100.0,2026-05-31T18:39:03.755143+00:00
PA793362,José,Gonzalez,PO845401,Rassemblement National,RN,513,516,99.4,2026-05-31T18:39:03.755143+00:00
PA266797,Philippe,Gosselin,PO845425,Droite Républicaine,DR,337,353,95.5,2026-05-31T18:39:03.755143+00:00
PA331973,Pascale,Got,PO845419,Socialistes et apparentés,SOC,321,328,97.9,2026-05-31T18:39:03.755143+00:00
PA721296,Guillaume,Gouffier Valente,PO845407,Ensemble pour la République,EPR,429,439,97.7,2026-05-31T18:39:03.755143+00:00
PA794418,Florence,Goulet,PO845401,Rassemblement National,RN,592,598,99.0,2026-05-31T18:39:03.755143+00:00
PA720560,Perrine,Goulet,PO845454,Les Démocrates,DEM,346,369,93.8,2026-05-31T18:39:03.755143+00:00
PA793592,Géraldine,Grangier,PO845401,Rassemblement National,RN,568,571,99.5,2026-05-31T18:39:03.755143+00:00
PA721764,Olivia,Grégoire,PO845407,Ensemble pour la République,EPR,193,204,94.6,2026-05-31T18:39:03.755143+00:00
PA267318,Jean-Carles,Grelier,PO845454,Les Démocrates,DEM,83,90,92.2,2026-05-31T18:39:03.755143+00:00
PA795540,Daniel,Grenon,GP_NI,Non inscrit,NI,122,149,81.9,2026-05-31T18:39:03.755143+00:00
PA840757,Monique,Griseti,PO845401,Rassemblement National,RN,566,571,99.1,2026-05-31T18:39:03.755143+00:00
PA794058,Justine,Gruet,PO845425,Droite Républicaine,DR,555,575,96.5,2026-05-31T18:39:03.755143+00:00
PA1567,Jérôme,Guedj,PO845419,Socialistes et apparentés,SOC,385,407,94.6,2026-05-31T18:39:03.755143+00:00
PA795310,Clémence,Guetté,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,337,337,100.0,2026-05-31T18:39:03.755143+00:00
PA841451,Julien,Guibert,PO845401,Rassemblement National,RN,697,703,99.1,2026-05-31T18:39:03.755143+00:00
PA721612,Carole,Guillerm,,,,,,,
PA794734,Michel,Guiniot,PO845401,Rassemblement National,RN,236,237,99.6,2026-05-31T18:39:03.755143+00:00
PA793218,Jordan,Guitton,PO845401,Rassemblement National,RN,597,606,98.5,2026-05-31T18:39:03.755143+00:00
PA795258,Frantz,Gumbs,PO845454,Les Démocrates,DEM,200,206,97.1,2026-05-31T18:39:03.755143+00:00
PA842013,Steevy,Gustave,PO845439,Écologiste et Social,ECOS,640,672,95.2,2026-05-31T18:39:03.755143+00:00
PA1592,David,Habib,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,182,231,78.8,2026-05-31T18:39:03.755143+00:00
PA841471,Stéphane,Hablot,PO845419,Socialistes et apparentés,SOC,242,250,96.8,2026-05-31T18:39:03.755143+00:00
PA842263,Ayda,Hadizadeh,PO845419,Socialistes et apparentés,SOC,416,428,97.2,2026-05-31T18:39:03.755143+00:00
PA841947,Zahia,Hamdane,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,547,549,99.6,2026-05-31T18:39:03.755143+00:00
PA795900,Marine,Hamelet,PO845401,Rassemblement National,RN,953,962,99.1,2026-05-31T18:39:03.755143+00:00
PA722070,Pierre,Henriet,PO845470,Horizons & Indépendants,HOR,268,292,91.8,2026-05-31T18:39:03.755143+00:00
PA1630,Michel,Herbillon,PO845425,Droite Républicaine,DR,109,111,98.2,2026-05-31T18:39:03.755143+00:00
PA841813,Florence,Herouin-Léautey,PO845419,Socialistes et apparentés,SOC,422,431,97.9,2026-05-31T18:39:03.755143+00:00
PA840947,Catherine,Hervieu,PO845439,Écologiste et Social,ECOS,358,369,97.0,2026-05-31T18:39:03.755143+00:00
PA841853,Céline,Hervieu,PO845419,Socialistes et apparentés,SOC,278,288,96.5,2026-05-31T18:39:03.755143+00:00
PA608416,Patrick,Hetzel,PO845425,Droite Républicaine,DR,508,532,95.5,2026-05-31T18:39:03.755143+00:00
PA794082,Mathilde,Hignet,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,507,510,99.4,2026-05-31T18:39:03.755143+00:00
PA1654,François,Hollande,PO845419,Socialistes et apparentés,SOC,178,188,94.7,2026-05-31T18:39:03.755143+00:00
PA722150,Sacha,Houlié,PO845419,Socialistes et apparentés,SOC,233,270,86.3,2026-05-31T18:39:03.755143+00:00
PA793632,Timothée,Houssin,PO845401,Rassemblement National,RN,411,418,98.3,2026-05-31T18:39:03.755143+00:00
PA842085,Sébastien,Humbert,PO845401,Rassemblement National,RN,815,822,99.1,2026-05-31T18:39:03.755143+00:00
PA841017,Harold,Huwart,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,186,214,86.9,2026-05-31T18:39:03.755143+00:00
PA267200,Sébastien,Huyghe,PO845407,Ensemble pour la République,EPR,417,516,80.8,2026-05-31T18:39:03.755143+00:00
PA795954,Catherine,Ibled,PO845407,Ensemble pour la République,EPR,220,231,95.2,2026-05-31T18:39:03.755143+00:00
PA794022,Jérémie,Iordanoff,PO845439,Écologiste et Social,ECOS,388,416,93.3,2026-05-31T18:39:03.755143+00:00
PA722374,Cyrille,Isaac-Sibille,PO845454,Les Démocrates,DEM,311,355,87.6,2026-05-31T18:39:03.755143+00:00
PA720354,Jean-Michel,Jacques,PO845407,Ensemble pour la République,EPR,108,110,98.2,2026-05-31T18:39:03.755143+00:00
PA841439,Pascal,Jenft,PO845401,Rassemblement National,RN,440,442,99.5,2026-05-31T18:39:03.755143+00:00
PA719778,François,Jolivet,PO845470,Horizons & Indépendants,HOR,300,318,94.3,2026-05-31T18:39:03.755143+00:00
PA794030,Alexis,Jolly,PO845401,Rassemblement National,RN,303,312,97.1,2026-05-31T18:39:03.755143+00:00
PA841749,Tiffany,Joncour,PO845401,Rassemblement National,RN,492,498,98.8,2026-05-31T18:39:03.755143+00:00
PA840745,Édouard,Jordan,,,,,,,
PA841075,Sylvie,Josserand,PO845401,Rassemblement National,RN,558,559,99.8,2026-05-31T18:39:03.755143+00:00
PA720038,Sandrine,Josso,PO845454,Les Démocrates,DEM,371,392,94.6,2026-05-31T18:39:03.755143+00:00
PA840869,Florence,Joubert,PO845401,Rassemblement National,RN,583,589,99.0,2026-05-31T18:39:03.755143+00:00
PA643192,Chantal,Jourdan,PO845419,Socialistes et apparentés,SOC,659,700,94.1,2026-05-31T18:39:03.755143+00:00
PA346782,Philippe,Juvin,PO845425,Droite Républicaine,DR,423,465,91.0,2026-05-31T18:39:03.755143+00:00
PA795998,Émeline,K/Bidi,PO845514,Gauche Démocrate et Républicaine,GDR,181,188,96.3,2026-05-31T18:39:03.755143+00:00
PA335054,Marietta,Karamanli,PO845419,Socialistes et apparentés,SOC,420,439,95.7,2026-05-31T18:39:03.755143+00:00
PA719372,Guillaume,Kasbarian,PO845407,Ensemble pour la République,EPR,257,266,96.6,2026-05-31T18:39:03.755143+00:00
PA795156,Fatiha,Keloua Hachi,PO845419,Socialistes et apparentés,SOC,319,331,96.4,2026-05-31T18:39:03.755143+00:00
PA794130,Andy,Kerbrat,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,440,447,98.4,2026-05-31T18:39:03.755143+00:00
PA719052,Loïc,Kervran,PO845470,Horizons & Indépendants,HOR,349,371,94.1,2026-05-31T18:39:03.755143+00:00
PA643184,Brigitte,Klinkert,PO845407,Ensemble pour la République,EPR,499,509,98.0,2026-05-31T18:39:03.755143+00:00
PA719798,Daniel,Labaronne,PO845407,Ensemble pour la République,EPR,285,294,96.9,2026-05-31T18:39:03.755143+00:00
PA720846,Bastien,Lachaud,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,396,397,99.7,2026-05-31T18:39:03.755143+00:00
PA794146,Julie,Laernoes,PO845439,Écologiste et Social,ECOS,367,369,99.5,2026-05-31T18:39:03.755143+00:00
PA841223,Tristan,Lahais,PO845439,Écologiste et Social,ECOS,552,561,98.4,2026-05-31T18:39:03.755143+00:00
PA841729,Abdelkader,Lahmar,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,204,207,98.6,2026-05-31T18:39:03.755143+00:00
PA795516,Maxime,Laisney,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,705,712,99.0,2026-05-31T18:39:03.755143+00:00
PA721004,Amélia,Lakrafi,PO845407,Ensemble pour la République,EPR,102,104,98.1,2026-05-31T18:39:03.755143+00:00
PA795390,Sandrine,Lalanne,PO845407,Ensemble pour la République,EPR,335,372,90.1,2026-05-31T18:39:03.755143+00:00
PA842125,Thomas,Lam,PO845470,Horizons & Indépendants,HOR,524,661,79.3,2026-05-31T18:39:03.755143+00:00
PA794354,Hélène,Laporte,PO845401,Rassemblement National,RN,217,217,100.0,2026-05-31T18:39:03.755143+00:00
PA795334,Benoît,Larrouquis,PO845407,Ensemble pour la République,EPR,174,176,98.9,2026-05-31T18:39:03.755143+00:00
PA721984,Philippe,Latombe,PO845454,Les Démocrates,DEM,203,212,95.8,2026-05-31T18:39:03.755143+00:00
PA857021,Alim,Latrèche,,,,,,,
PA720022,Michel,Lauzzana,PO845407,Ensemble pour la République,EPR,620,647,95.8,2026-05-31T18:39:03.755143+00:00
PA795912,Laure,Lavalette,PO845401,Rassemblement National,RN,72,74,97.3,2026-05-31T18:39:03.755143+00:00
PA841837,Robert,Le Bourgeois,PO845401,Rassemblement National,RN,532,534,99.6,2026-05-31T18:39:03.755143+00:00
PA841515,Aurélien,Le Coq,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,298,300,99.3,2026-05-31T18:39:03.755143+00:00
PA719412,Sandrine,Le Feur,PO845407,Ensemble pour la République,EPR,232,236,98.3,2026-05-31T18:39:03.755143+00:00
PA840979,Corentin,Le Fur,PO845425,Droite Républicaine,DR,405,422,96.0,2026-05-31T18:39:03.755143+00:00
PA719404,Didier,Le Gac,PO845407,Ensemble pour la République,EPR,314,318,98.7,2026-05-31T18:39:03.755143+00:00
PA795672,Arnaud,Le Gall,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,418,424,98.6,2026-05-31T18:39:03.755143+00:00
PA345722,Constance,Le Grip,PO845407,Ensemble pour la République,EPR,280,292,95.9,2026-05-31T18:39:03.755143+00:00
PA719388,Annaïg,Le Meur,PO845407,Ensemble pour la République,EPR,348,350,99.4,2026-05-31T18:39:03.755143+00:00
PA719756,Christine,Le Nabour,PO845407,Ensemble pour la République,EPR,391,403,97.0,2026-05-31T18:39:03.755143+00:00
PA720342,Nicole,Le Peih,PO845407,Ensemble pour la République,EPR,228,232,98.3,2026-05-31T18:39:03.755143+00:00
PA720614,Marine,Le Pen,PO845401,Rassemblement National,RN,94,96,97.9,2026-05-31T18:39:03.755143+00:00
PA795746,Antoine,Léaument,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,356,357,99.7,2026-05-31T18:39:03.755143+00:00
PA721852,Marie,Lebec,PO845407,Ensemble pour la République,EPR,335,341,98.2,2026-05-31T18:39:03.755143+00:00
PA774962,Karine,Lebon,PO845514,Gauche Démocrate et Républicaine,GDR,207,219,94.5,2026-05-31T18:39:03.755143+00:00
PA795108,Élise,Leboucher,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,704,709,99.3,2026-05-31T18:39:03.755143+00:00
PA795374,Pascal,Lecamp,PO845454,Les Démocrates,DEM,481,522,92.1,2026-05-31T18:39:03.755143+00:00
PA796026,Julie,Lechanteux,PO845401,Rassemblement National,RN,187,187,100.0,2026-05-31T18:39:03.755143+00:00
PA840857,Nadine,Lechon,PO845401,Rassemblement National,RN,565,568,99.5,2026-05-31T18:39:03.755143+00:00
PA335612,Jean-Paul,Lecoq,PO845514,Gauche Démocrate et Républicaine,GDR,247,253,97.6,2026-05-31T18:39:03.755143+00:00
PA712014,Vincent,Ledoux,PO845407,Ensemble pour la République,EPR,180,187,96.3,2026-05-31T18:39:03.755143+00:00
PA795298,Jérôme,Legavre,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,354,354,100.0,2026-05-31T18:39:03.755143+00:00
PA791824,Sarah,Legrain,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,732,740,98.9,2026-05-31T18:39:03.755143+00:00
PA842029,Claire,Lejeune,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,558,563,99.1,2026-05-31T18:39:03.755143+00:00
PA793290,Gisèle,Lelouis,PO845401,Rassemblement National,RN,681,687,99.1,2026-05-31T18:39:03.755143+00:00
PA794838,Didier,Lemaire,PO845470,Horizons & Indépendants,HOR,222,228,97.4,2026-05-31T18:39:03.755143+00:00
PA721632,Patricia,Lemoine,,,,,,,
PA840983,Bartolomé,Lenoir,PO872880,Union des droites pour la République,UDDPLR,315,321,98.1,2026-05-31T18:39:03.755143+00:00
PA795244,Stéphane,Lenormand,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,218,245,89.0,2026-05-31T18:39:03.755143+00:00
PA793532,Murielle,Lepvraud,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,725,729,99.5,2026-05-31T18:39:03.755143+00:00
PA774958,Gérard,Leseul,PO845419,Socialistes et apparentés,SOC,583,628,92.8,2026-05-31T18:39:03.755143+00:00
PA227089,Valérie,Létard,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,23,28,82.1,2026-05-31T18:39:03.755143+00:00
PA793608,Katiana,Levavasseur,PO845401,Rassemblement National,RN,473,478,99.0,2026-05-31T18:39:03.755143+00:00
PA840765,Laurent,Lhardit,PO845419,Socialistes et apparentés,SOC,454,482,94.2,2026-05-31T18:39:03.755143+00:00
PA642725,Eric,Liégeon,PO845425,Droite Républicaine,DR,446,541,82.4,2026-05-31T18:39:03.755143+00:00
PA794750,Thierry,Liger,,,,,,,
PA841873,Julien,Limongi,PO845401,Rassemblement National,RN,530,535,99.1,2026-05-31T18:39:03.755143+00:00
PA794702,Delphine,Lingemann,PO845454,Les Démocrates,DEM,413,438,94.3,2026-05-31T18:39:03.755143+00:00
PA840967,René,Lioret,PO845401,Rassemblement National,RN,259,263,98.5,2026-05-31T18:39:03.755143+00:00
PA720446,Brigitte,Liso,PO845407,Ensemble pour la République,EPR,532,543,98.0,2026-05-31T18:39:03.755143+00:00
PA793672,Christine,Loir,PO845401,Rassemblement National,RN,861,873,98.6,2026-05-31T18:39:03.755143+00:00
PA721932,Marie-France,Lorho,PO845401,Rassemblement National,RN,652,654,99.7,2026-05-31T18:39:03.755143+00:00
PA795974,Philippe,Lottiaux,PO845401,Rassemblement National,RN,571,580,98.4,2026-05-31T18:39:03.755143+00:00
PA794590,Alexandre,Loubet,PO845401,Rassemblement National,RN,283,287,98.6,2026-05-31T18:39:03.755143+00:00
PA879389,Marie-Philippe,Lubet,PO845407,Ensemble pour la République,EPR,12,12,100.0,2026-05-31T18:39:03.755143+00:00
PA795636,Benjamin,Lucas-Lundy,PO845439,Écologiste et Social,ECOS,234,240,97.5,2026-05-31T18:39:03.755143+00:00
PA794578,Véronique,Ludmann,GP_NI,Non inscrit,NI,16,17,94.1,2026-05-31T18:39:03.755143+00:00
PA841587,David,Magnier,PO845401,Rassemblement National,RN,877,880,99.7,2026-05-31T18:39:03.755143+00:00
PA720230,Lise,Magnier,PO845470,Horizons & Indépendants,HOR,528,582,90.7,2026-05-31T18:39:03.755143+00:00
PA717379,Sylvain,Maillard,PO845407,Ensemble pour la République,EPR,252,259,97.3,2026-05-31T18:39:03.755143+00:00
PA796010,Frédéric,Maillot,PO845514,Gauche Démocrate et Républicaine,GDR,92,97,94.8,2026-05-31T18:39:03.755143+00:00
PA794114,Emmanuel,Mandon,PO845454,Les Démocrates,DEM,215,305,70.5,2026-05-31T18:39:03.755143+00:00
PA841183,Hanane,Mansouri,PO872880,Union des droites pour la République,UDDPLR,317,322,98.4,2026-05-31T18:39:03.755143+00:00
PA841563,Claire,Marais-Beuil,PO845401,Rassemblement National,RN,813,819,99.3,2026-05-31T18:39:03.755143+00:00
PA605782,Laurent,Marcangeli,PO845470,Horizons & Indépendants,HOR,83,85,97.6,2026-05-31T18:39:03.755143+00:00
PA794530,Matthieu,Marchio,PO845401,Rassemblement National,RN,359,369,97.3,2026-05-31T18:39:03.755143+00:00
PA795730,Bastien,Marchive,PO845407,Ensemble pour la République,EPR,396,419,94.5,2026-05-31T18:39:03.755143+00:00
PA794206,Christophe,Marion,PO845407,Ensemble pour la République,EPR,715,730,97.9,2026-05-31T18:39:03.755143+00:00
PA840837,Pascal,Markowsky,PO845401,Rassemblement National,RN,647,658,98.3,2026-05-31T18:39:03.755143+00:00
PA794518,Pierre,Marle,,,,,,,
PA719080,Sandra,Marsaud,PO845407,Ensemble pour la République,EPR,250,255,98.0,2026-05-31T18:39:03.755143+00:00
PA793342,Alexandra,Martin (Alpes-Maritimes),PO845425,Droite Républicaine,DR,111,120,92.5,2026-05-31T18:39:03.755143+00:00
PA793944,Alexandra,Martin (Gironde),,,,,,,
PA342384,Élisa,Martin,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,420,423,99.3,2026-05-31T18:39:03.755143+00:00
PA841825,Patrice,Martin,PO845401,Rassemblement National,RN,757,769,98.4,2026-05-31T18:39:03.755143+00:00
PA795100,Éric,Martineau,PO845454,Les Démocrates,DEM,575,595,96.6,2026-05-31T18:39:03.755143+00:00
PA794770,Michèle,Martinez,PO845401,Rassemblement National,RN,341,342,99.7,2026-05-31T18:39:03.755143+00:00
PA720146,Denis,Masséglia,PO845407,Ensemble pour la République,EPR,337,345,97.7,2026-05-31T18:39:03.755143+00:00
PA720976,Max,Mathiasin,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,50,61,82.0,2026-05-31T18:39:03.755143+00:00
PA720728,Jean-Paul,Mattei,PO845454,Les Démocrates,DEM,546,568,96.1,2026-05-31T18:39:03.755143+00:00
PA795422,Damien,Maudet,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,322,323,99.7,2026-05-31T18:39:03.755143+00:00
PA842271,Emmanuel,Maurel,PO845514,Gauche Démocrate et Républicaine,GDR,214,242,88.4,2026-05-31T18:39:03.755143+00:00
PA794262,Patricia,Maussion,,,,,,,
PA793616,Kévin,Mauvieux,PO845401,Rassemblement National,RN,548,552,99.3,2026-05-31T18:39:03.755143+00:00
PA794686,Marianne,Maximi,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,184,184,100.0,2026-05-31T18:39:03.755143+00:00
PA841931,Laurent,Mazaury,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,289,326,88.7,2026-05-31T18:39:03.755143+00:00
PA719436,Nicolas,Meizonnet,PO845401,Rassemblement National,RN,122,124,98.4,2026-05-31T18:39:03.755143+00:00
PA719338,Graziella,Melchior,PO845407,Ensemble pour la République,EPR,468,474,98.7,2026-05-31T18:39:03.755143+00:00
PA793354,Joëlle,Mélin,PO845401,Rassemblement National,RN,370,375,98.7,2026-05-31T18:39:03.755143+00:00
PA795786,Yaël,Ménaché,PO845401,Rassemblement National,RN,188,188,100.0,2026-05-31T18:39:03.755143+00:00
PA794322,Thomas,Ménagé,PO845401,Rassemblement National,RN,368,398,92.5,2026-05-31T18:39:03.755143+00:00
PA720370,Ludovic,Mendes,PO845407,Ensemble pour la République,EPR,268,273,98.2,2026-05-31T18:39:03.755143+00:00
PA841463,Estelle,Mercier,PO845419,Socialistes et apparentés,SOC,557,573,97.2,2026-05-31T18:39:03.755143+00:00
PA841215,Marie,Mesmeur,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,366,370,98.9,2026-05-31T18:39:03.755143+00:00
PA719640,Sophie,Mette,PO845454,Les Démocrates,DEM,518,551,94.0,2026-05-31T18:39:03.755143+00:00
PA795176,Nicolas,Metzdorf,PO845407,Ensemble pour la République,EPR,220,225,97.8,2026-05-31T18:39:03.755143+00:00
PA719272,Frédérique,Meunier,PO845425,Droite Républicaine,DR,158,291,54.3,2026-05-31T18:39:03.755143+00:00
PA795482,Manon,Meunier,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,279,280,99.6,2026-05-31T18:39:03.755143+00:00
PA793852,Pierre,Meurin,PO845401,Rassemblement National,RN,479,486,98.6,2026-05-31T18:39:03.755143+00:00
PA841395,Maxime,Michelet,PO872880,Union des droites pour la République,UDDPLR,416,422,98.6,2026-05-31T18:39:03.755143+00:00
PA841769,Éric,Michoux,PO872880,Union des droites pour la République,UDDPLR,411,420,97.9,2026-05-31T18:39:03.755143+00:00
PA795664,Paul,Midy,PO845407,Ensemble pour la République,EPR,420,421,99.8,2026-05-31T18:39:03.755143+00:00
PA817203,Laure,Miller,PO845407,Ensemble pour la République,EPR,263,289,91.0,2026-05-31T18:39:03.755143+00:00
PA643104,Christelle,Minard,PO845425,Droite Républicaine,DR,362,377,96.0,2026-05-31T18:39:03.755143+00:00
PA795962,Joséphine,Missoffe,PO845407,Ensemble pour la République,EPR,374,414,90.3,2026-05-31T18:39:03.755143+00:00
PA607619,Paul,Molac,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,279,336,83.0,2026-05-31T18:39:03.755143+00:00
PA842147,Christophe,Mongardien,PO845407,Ensemble pour la République,EPR,614,630,97.5,2026-05-31T18:39:03.755143+00:00
PA793174,Yannick,Monnet,PO845514,Gauche Démocrate et Républicaine,GDR,265,293,90.4,2026-05-31T18:39:03.755143+00:00
PA840915,Thibaut,Monnier,PO845401,Rassemblement National,RN,306,307,99.7,2026-05-31T18:39:03.755143+00:00
PA794810,Louise,Morel,PO845454,Les Démocrates,DEM,550,603,91.2,2026-05-31T18:39:03.755143+00:00
PA793696,Serge,Muller,PO845401,Rassemblement National,RN,560,562,99.6,2026-05-31T18:39:03.755143+00:00
PA795820,Marcellin,Nadeau,PO845514,Gauche Démocrate et Républicaine,GDR,102,108,94.4,2026-05-31T18:39:03.755143+00:00
PA721486,Christophe,Naegelen,PO845485,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,174,192,90.6,2026-05-31T18:39:03.755143+00:00
PA643157,Philippe,Naillet,PO845419,Socialistes et apparentés,SOC,387,397,97.5,2026-05-31T18:39:03.755143+00:00
PA794038,Yannick,Neuder,PO845425,Droite Républicaine,DR,145,156,92.9,2026-05-31T18:39:03.755143+00:00
PA610654,Jean-Philippe,Nilor,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,85,98,86.7,2026-05-31T18:39:03.755143+00:00
PA841191,Sandrine,Nosbé,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,438,441,99.3,2026-05-31T18:39:03.755143+00:00
PA841107,Jacques,Oberti,PO845419,Socialistes et apparentés,SOC,884,913,96.8,2026-05-31T18:39:03.755143+00:00
PA721960,Danièle,Obono,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,327,328,99.7,2026-05-31T18:39:03.755143+00:00
PA795552,Julien,Odoul,PO845401,Rassemblement National,RN,134,134,100.0,2026-05-31T18:39:03.755143+00:00
PA795722,Karl,Olive,PO845407,Ensemble pour la République,EPR,96,102,94.1,2026-05-31T18:39:03.755143+00:00
PA794830,Hubert,Ott,PO845454,Les Démocrates,DEM,306,332,92.2,2026-05-31T18:39:03.755143+00:00
PA842045,Julie,Ozenne,PO845439,Écologiste et Social,ECOS,358,366,97.8,2026-05-31T18:39:03.755143+00:00
PA793872,Nathalie,Oziol,PO845413,La France insoumise - Nouveau Front Populaire,LFI-NFP,177,178,99.4,2026-05-31T18:39:03.755143+00:00
PA795124,Didier,Padey,PO845454,Les Démocrates,DEM,119,132,90.2,2026-05-31T18:39:03.755143+00:00
PA720334,Jimmy,Pahun,PO845454,Les Démocrates,DEM,378,411,92.0,2026-05-31T18:39:03.755143+00:00
PA841993,Dominique,Paillat,,,,,,,
PA759832,Agnès,Pannier-Runacher,PO845407,Ensemble pour la République,EPR,341,370,92.2,2026-05-31T18:39:03.755143+00:00
PA719632,Sophie,Panonacle,PO845407,Ensemble pour la République,EPR,160,168,95.2,2026-05-31T18:39:03.755143+00:00
